grid_lower,grid_upper,path_lower,path_upper,per_path_parallel,per_path_sd,measured
-1.593793398986912191e+00,-7.531307768110316880e-01,-1.536280680995033565e+00,-6.481576078063324697e-01,-7.243006570630080576e-01,6.140820439987278168e-02,-5.789999999999999591e-01
7.445065478396932779e-01,1.585169170015573670e+00,6.395333788349940596e-01,1.527656452023695044e+00,1.196105263344690695e+00,5.885609703376841473e-02,1.411000000000000032e+00
3.294322838530976561e-03,3.295967164114870472e-03,3.354523005348733922e-03,3.355538150910835401e-03,3.354617491493166754e-03,2.382614589365568224e-05,7.699999999999999900e-02
2.646736588221730302e-01,2.648381639606348092e-01,2.654409751215708879e-01,2.656239315744042817e-01,2.654661321446695199e-01,3.638043586170328948e-04,3.190000000000000058e-01
3.268038892236873813e-03,3.268038892237095858e-03,3.268038892031482553e-03,3.268038892120633462e-03,3.268038892031371531e-03,1.932707445584973254e-13,8.000000000000000167e-02
