exact_ln_ratio,signed_pred_true_phi,squared_Ldyn_over_lambda,force_rmse,signed_pred_model_phi,max_abs_dV
4.311196037958833771e-02,4.133896044760565491e-02,3.393178443797797872e+00,1.000000000000000333e-01,4.488391295847336121e-02,1.125752464705470357e-01
-3.317243736373474972e-02,-3.147767331433203725e-02,9.464552039268154715e+01,1.000000000000000056e-01,-3.487182198821535406e-02,1.795774945942421597e-01
-2.828214960420234736e-02,-2.826745674657205748e-02,2.274488507423169104e+00,1.000000000000000056e-01,-2.829717167043008241e-02,3.373845021224316371e-02
5.058793614211661016e-02,5.038244188422152936e-02,1.075455908237107039e+01,9.999999999999999167e-02,5.079264101010875360e-02,6.613523409913539541e-02
-9.104790997413322873e-02,-8.946069206893351999e-02,4.467709303559171019e+01,9.999999999999997780e-02,-9.269788020847727350e-02,3.076512900400112938e-01
3.457295928631763269e-04,3.550690610226768865e-04,7.018896963124643396e-01,1.000000000000000056e-01,3.354645536591214236e-04,9.229226389099535674e-03
4.408496819671279265e-01,4.732284338693626968e-01,3.981672566255828087e+02,9.999999999999997780e-02,4.071528216861731164e-01,8.015013687874885662e-01
2.493978278092139761e-02,2.450445845907122527e-02,8.393297829555216305e-01,1.000000000000000194e-01,2.537359981078814511e-02,7.727777558635350041e-02
-1.017855845023810796e-02,-1.018012739813173827e-02,1.631417977506175676e+00,1.000000000000000056e-01,-1.017712794835691145e-02,5.831302294543350140e-02
3.234334799179687872e-03,3.320293865200376823e-03,1.117940040693075510e+01,9.999999999999997780e-02,3.148285693000898219e-03,2.772069866448471226e-02
2.487655045682301766e-02,2.642500529965271377e-02,5.677942888551832823e+01,1.000000000000000056e-01,2.339527360350197871e-02,2.510112789034139591e-01
1.372956672364434140e-03,1.383398151737783672e-03,7.370906490051345017e+00,9.999999999999999167e-02,1.360710512810567666e-03,6.101616713501225447e-02
1.275742524656629621e-02,8.650765868519930818e-03,2.218143779348967115e+01,9.999999999999999167e-02,1.683168591619785617e-02,2.344508368322148761e-01
-1.368036642165994417e-02,-1.366218141073800504e-02,3.201672943731000309e+00,1.000000000000000056e-01,-1.369834152314666764e-02,3.224639472626985442e-02
-8.070565739189378140e-03,-8.044873279547970837e-03,8.472975657203951627e-01,1.000000000000000194e-01,-8.096925820977795771e-03,2.021987150633534555e-02
7.132322814855170286e-03,1.058997654240218141e-02,1.250114117600221562e+02,1.000000000000000056e-01,3.678887819174660873e-03,1.446711615787664162e-01
-8.013798396223355269e-03,-7.984322345974632917e-03,7.631440499911154030e-01,1.000000000000000194e-01,-8.043444927285977458e-03,1.725177505797429942e-02
1.774058801167330973e-02,1.780913797093703829e-02,6.965264585992946067e+00,1.000000000000000056e-01,1.767068182045889932e-02,2.891223420091062341e-02
8.203852572216066563e-02,8.206312341558424928e-02,1.434075514189787093e+01,1.000000000000000056e-01,8.200934032480475255e-02,7.600932849058528173e-02
1.596531945194949731e-02,1.588395424947586926e-02,1.280899631466290822e+00,1.000000000000000194e-01,1.604566942737726404e-02,5.707530078465863910e-02
-8.844929553124138144e-02,-8.882533902338128617e-02,1.585574934021566662e+01,9.999999999999999167e-02,-8.807218016027271168e-02,1.001655558959521214e-01
-5.998633490313227913e-04,-5.922507510909023670e-04,7.938419448930443545e-03,1.000000000000000056e-01,-6.084124374456408154e-04,2.023742468331589384e-02
-2.335500797200145556e-02,-1.944689837438038152e-02,7.470227656937406380e+01,1.000000000000000056e-01,-2.738879037212708922e-02,2.806927682112298483e-01
1.724427308193318686e-03,1.737591628865365299e-03,7.764891451149504853e-01,1.000000000000000056e-01,1.711178738622439301e-03,1.055975116157660369e-02
2.466067204281368469e-02,2.467697238018358441e-02,1.426271791131518363e+00,9.999999999999997780e-02,2.464407136292020434e-02,3.212077081209237933e-02
