amp_kT,nAB,nBA,measured_ln_ratio,sd,bracket_lower,bracket_upper,first_order,sqra_msm
3.000000000000000444e+00,2.890000000000000000e+02,2.890000000000000000e+02,-7.116976355305696389e-01,5.135703284422019760e-02,-1.508319980006514127e+00,-6.635400462540291810e-01,-1.043332187989047144e+00,-6.955026769791303742e-01
-3.000000000000000444e+00,2.060000000000000000e+03,2.059000000000000000e+03,1.257497885922929326e+00,3.391486974002348720e-02,6.548407667664734033e-01,1.499620700518958349e+00,1.043332187989047144e+00,1.260565744272272637e+00
2.912415399957472006e-01,5.670000000000000000e+02,5.660000000000000000e+02,5.066659068004232547e-02,4.230902444434175846e-02,2.971254120628550981e-03,2.972948138028818407e-03,3.118041777733655904e-03,2.433209841510728267e-03
6.794145551315404763e-01,5.900000000000000000e+02,5.900000000000000000e+02,2.327123062418513799e-01,4.189151039832035572e-02,2.671371843581978878e-01,2.672760959002726255e-01,2.871799972798584344e-01,2.607799654117737842e-01
3.158470524042765737e-01,5.810000000000000000e+02,5.810000000000000000e+02,-4.922184380106309903e-02,4.204790380350171414e-02,2.978105391412977972e-03,2.978105391413088995e-03,3.156438470819054008e-03,2.927524392340569680e-03
