exact_ln_ratio,signed_pred_true_phi,squared_Ldyn_over_lambda,force_rmse,signed_pred_model_phi,max_abs_dV
2.071696644618611135e-03,2.071918190100949155e-03,4.492075757171869882e-02,4.999999999999999237e-03,2.071472362335461965e-03,2.939834474323700219e-03
-8.509591490927024670e-04,-8.509757199057103655e-04,1.824722243545360417e-02,5.000000000000000104e-03,-8.509517435061079906e-04,1.825498597893440971e-03
-2.226197627203561091e-05,-2.224367240838926672e-05,7.282333591898011715e-03,5.000000000000000104e-03,-2.228708562325647276e-05,4.357674736507811302e-04
-2.488159708068949164e-03,-2.488514153046995480e-03,5.121456285722063295e-02,5.000000000000000104e-03,-2.487794424151233436e-03,2.339431861603768256e-03
7.237791066314538425e-03,7.269698739773611078e-03,1.279257690201119235e+00,5.000000000000000104e-03,7.205855510624342014e-03,1.761022765398455661e-02
-3.638302389103970449e-04,-3.634803278505440859e-04,7.844055222363761903e-02,4.999999999999999237e-03,-3.641875333384503094e-04,2.080126077526854144e-03
-5.433575185945929502e-05,-5.433924475115820625e-05,7.302240352305277606e-03,5.000000000000000104e-03,-5.433146700974713630e-05,1.204737687685430948e-03
-4.433569737872514931e-05,-4.427432165987248088e-05,2.002899365937578242e-03,5.000000000000000104e-03,-4.438724269826473134e-05,8.027564313379679031e-04
-1.037776414518446931e-03,-1.036289573294127365e-03,1.474421580719078029e-01,5.000000000000000104e-03,-1.039267485952558977e-03,6.529210442347061459e-03
-3.457147197205408728e-04,-3.431341516768765553e-04,2.049969559968918553e-01,5.000000000000000104e-03,-3.482734137341264038e-04,4.280239189900519707e-03
-2.129734548988201134e-03,-2.129559705568631351e-03,5.472097183246827506e-02,5.000000000000000104e-03,-2.129891995955786668e-03,2.558638218798368977e-03
1.983813141110018813e-04,1.984466402289801186e-04,3.454413523581228301e-02,5.000000000000000104e-03,1.983223001870601488e-04,7.011537275997251940e-04
5.051598812336009900e-04,5.052587006923781087e-04,1.588216108102530333e-02,5.000000000000000971e-03,5.050502793221842493e-04,1.699139267660758259e-03
-1.100475115760576814e-05,-1.096867305218279117e-05,7.329202304749502482e-03,5.000000000000000104e-03,-1.102554776054021746e-05,5.152214507542294663e-04
5.872373990106864727e-04,5.870256072756252106e-04,1.842105779688301900e-02,4.999999999999999237e-03,5.874429108137807108e-04,2.670683576603256112e-03
-1.001835597887572749e-03,-1.002116048930474851e-03,9.636711663990865651e-02,5.000000000000000104e-03,-1.001551453776677305e-03,5.397484560455368015e-03
7.760431995715056123e-05,7.836703307242357409e-05,2.661624591966549325e-01,5.000000000000000104e-03,7.684546903712458326e-05,1.911696549787785665e-03
9.332334344719803122e-04,9.332274913054822065e-04,1.683393361461638094e-02,5.000000000000000104e-03,9.332261747528501020e-04,7.394750297439369856e-04
3.755727820871959319e-03,3.758492233296390449e-03,2.582048857918671225e-01,5.000000000000000104e-03,3.752964256271120336e-03,6.109001379181079952e-03
-3.532279208978447406e-05,-3.517778777666261380e-05,1.121573598657342741e-01,5.000000000000000104e-03,-3.546746960045521957e-05,1.072443408600358590e-03
-2.878901688783374203e-03,-2.876152668282247991e-03,2.008809092432833621e-01,5.000000000000000104e-03,-2.881641001159988228e-03,7.194005276750558946e-03
4.352932690892673154e-04,4.353773525029340985e-04,9.931738244342992739e-03,4.999999999999999237e-03,4.352089539558567162e-04,1.130006896574777767e-03
2.367364381624842678e-03,2.366895780332157334e-03,1.268160184895112119e-01,5.000000000000000104e-03,2.367849625274200034e-03,5.451407697844021412e-03
-1.840934050110620964e-03,-1.843169855456605480e-03,3.808021068010147142e-02,5.000000000000000104e-03,-1.838702404889912181e-03,4.676019720316354315e-03
-1.790670330550749110e-04,-1.780867537126138214e-04,2.042053304115891144e-01,4.999999999999999237e-03,-1.800377848842603119e-04,3.316651675876199946e-03
-4.766629904009184009e-03,-4.768001925865168397e-03,1.555632928244196633e-01,5.000000000000000104e-03,-4.765266197767798438e-03,4.916831899210396227e-03
5.602388630095756633e-03,5.603952787103209585e-03,1.527822799400743170e-01,4.999999999999999237e-03,5.600822472409960201e-03,8.289033504550735731e-03
-1.627680373736072175e-05,-1.624747894549125035e-05,1.877577401907346011e-03,5.000000000000000104e-03,-1.630068521221362911e-05,5.391229284998819669e-04
4.447415299485367630e-03,4.583574494482439352e-03,1.894790238856066011e+00,5.000000000000000971e-03,4.310938812734491088e-03,2.373863269304784043e-02
1.740439337243162741e-03,1.741539716629655855e-03,1.493692699953433900e-01,5.000000000000000104e-03,1.739350594384507943e-03,4.048058916993214212e-03
1.494800978525575848e-04,1.491858239824645101e-04,8.283572653533027852e-02,5.000000000000000104e-03,1.497679773244032955e-04,4.264832541497842744e-03
6.156195194754498275e-04,6.155997722498697229e-04,9.983609491159175890e-04,5.000000000000000971e-03,6.156556480303816345e-04,2.434226182315978124e-03
1.030576253254852975e-05,1.208451101831752389e-05,5.188081736553538104e-01,5.000000000000000971e-03,8.536137216527541228e-06,4.017645212924277412e-03
8.737593877949500088e-05,8.743052492306732887e-05,3.208014757605568562e-02,5.000000000000000104e-03,8.732394057719877257e-05,6.431991285006966345e-04
1.152639898627584285e-05,1.165615799954917560e-05,4.041523205830449550e-02,5.000000000000000104e-03,1.142193389184013649e-05,9.670727734847540296e-04
7.084025784818560705e-04,7.082658353951659354e-04,1.416019418414502396e-03,5.000000000000000104e-03,7.085406447833662554e-04,2.187670934734097048e-03
-9.960725303491263505e-04,-9.957642950264705955e-04,2.695551998344937195e-01,4.999999999999999237e-03,-9.963721418397332441e-04,2.027408356623696360e-03
7.823547185054661405e-04,7.805558719948368484e-04,6.226692385444913824e-02,5.000000000000000104e-03,7.841752654251672163e-04,5.779198105982948259e-03
-1.166288681504922507e-03,-1.165815130696424120e-03,1.113754320219403626e-01,5.000000000000000971e-03,-1.166748377318144181e-03,3.001333190562354217e-03
-1.928634566628995061e-03,-1.930361999177054692e-03,1.071031730880389263e-02,4.999999999999999237e-03,-1.926912748787049535e-03,5.217336141159144638e-03
8.648774795287798856e-03,8.714359173910481149e-03,1.668390361070886341e+00,5.000000000000000104e-03,8.583126045619648634e-03,2.272401005849326860e-02
-2.953877674639812510e-05,-2.948629113288608761e-05,3.990090739648501084e-02,4.999999999999999237e-03,-2.958760333084094814e-05,6.419549789931923130e-04
-2.460098294185220861e-03,-2.457080508803196131e-03,2.497542541475992750e-01,5.000000000000000104e-03,-2.463111959717256220e-03,7.344823750983034763e-03
-4.555504901043195285e-04,-4.555502092028274118e-04,2.053729889965224403e-02,4.999999999999999237e-03,-4.555379641736154043e-04,1.639079641002220370e-03
2.878009098001540426e-03,2.879569059932027449e-03,1.471221818516638413e-01,5.000000000000000104e-03,2.876440651103166248e-03,6.548507384305438453e-03
-1.804258165049250299e-03,-1.804525661493659077e-03,4.711535909642757675e-02,5.000000000000000971e-03,-1.803984172591774869e-03,3.714625968302581824e-03
3.643695693613274202e-03,3.644538967914466143e-03,1.511669510175806252e-01,5.000000000000000104e-03,3.642842871051569283e-03,3.950828681099326223e-03
4.682513686190699332e-04,4.682397824586322435e-04,2.055240764534986813e-03,5.000000000000000104e-03,4.682776110782535528e-04,1.480118551361738269e-03
-2.241743626848809005e-03,-2.241495423443832548e-03,4.918307615938920241e-02,5.000000000000000104e-03,-2.241975366084599051e-03,2.591912185421455569e-03
-1.041153792321218222e-04,-1.039124451771515075e-04,9.102455211420326653e-02,5.000000000000000104e-03,-1.043166864103266446e-04,1.222872062746981721e-03
1.659807262413213731e-04,1.660554647852046761e-04,1.258727707572359078e-01,5.000000000000000104e-03,1.659172903251394894e-04,8.648339702298696091e-04
1.066893039369095839e-03,1.067045383485278878e-03,4.374211903679055269e-02,5.000000000000000104e-03,1.066728303900886521e-03,1.943977503098260912e-03
-1.265483337863857198e-04,-1.264446101400916868e-04,6.083900943431764380e-02,5.000000000000000104e-03,-1.266534840082928176e-04,1.159882252246072437e-03
1.164020679418385036e-03,1.164374715181760523e-03,7.671656392585579631e-02,5.000000000000000104e-03,1.163681361894908966e-03,1.669717107490932854e-03
-2.886807977666092638e-04,-2.883200204433438536e-04,1.558544685363714433e-01,4.999999999999999237e-03,-2.890293229014399075e-04,2.533861645420207396e-03
-3.757338548009179959e-03,-3.756560664941163696e-03,1.482463573639372367e-01,5.000000000000000104e-03,-3.758112475039394624e-03,3.964775503769058830e-03
1.245013988284861697e-05,1.248023813766682173e-05,1.863755823394379514e-03,5.000000000000000104e-03,1.242351974592355357e-05,6.270175897527591104e-04
5.801700230983307264e-04,5.803154519957044039e-04,3.647841695635544584e-02,5.000000000000000104e-03,5.800335806955553156e-04,4.457960048682448224e-03
1.298416899051915967e-03,1.302700658855473819e-03,3.780086026541487620e-01,5.000000000000000104e-03,1.294132655579771163e-03,7.945802085875525514e-03
4.549986253604280592e-03,4.548001538938494827e-03,1.302850029022418754e-01,5.000000000000000104e-03,4.551970309051468246e-03,5.916828949474281160e-03
5.414163264460900710e-04,5.414623803661996245e-04,7.911724541185945203e-02,5.000000000000000104e-03,5.413665254549646349e-04,3.476406419632457716e-03
4.795953126904761916e-04,4.785379658086847798e-04,8.061923416754192273e-02,5.000000000000000104e-03,4.806592164882497243e-04,5.199769415426214181e-03
8.689098841183656068e-04,8.689599076682767882e-04,4.083614921682460902e-02,5.000000000000000104e-03,8.688686643121411746e-04,1.347333254653684895e-03
-1.239050508148046648e-03,-1.237008952195613534e-03,1.934032791814203345e-01,5.000000000000000104e-03,-1.241100987551821324e-03,4.219505691983586881e-03
3.739227519933041631e-05,3.748447949759235688e-05,1.337293444004287579e-03,5.000000000000000971e-03,3.732235648811815180e-05,8.138320358349271583e-04
5.354385651069099077e-05,5.414372603515238820e-05,2.240603187587972556e-01,5.000000000000000104e-03,5.295015063487179031e-05,1.744835874986407249e-03
-8.260836881233189039e-05,-8.242793462187784459e-05,9.045170537390226015e-03,5.000000000000000971e-03,-8.279631713309327590e-05,1.336838891422593425e-03
-3.436262734418131710e-04,-3.436135810324111948e-04,2.465545596154822619e-02,5.000000000000000104e-03,-3.436451894432389353e-04,1.739837674134846841e-03
-2.017749758746434710e-03,-2.017831131209513185e-03,6.374488203484475479e-02,5.000000000000000104e-03,-2.017658812463597566e-03,2.714678587335063280e-03
2.437094185708211179e-04,2.431307781493225503e-04,3.963712620892442806e-02,5.000000000000000104e-03,2.442869089991368380e-04,2.856695711497248512e-03
6.102392309540924896e-04,6.104978808449909068e-04,3.180989269960560195e-02,5.000000000000000104e-03,6.099712155615185641e-04,1.846067367355030573e-03
6.223814514960831347e-06,6.659273459770377624e-06,2.899751191935749373e-01,5.000000000000000104e-03,5.795629585015181478e-06,1.418611378968438622e-03
1.778744848998052637e-05,1.813779817911930170e-05,7.152647961046090797e-02,5.000000000000000104e-03,1.745392012033916048e-05,4.199547817195998893e-03
-8.361350486119617899e-04,-8.363238935829132121e-04,1.538453359375570708e-03,5.000000000000000104e-03,-8.359544412077986753e-04,2.632581794518332793e-03
2.483605925835110024e-04,2.485726570770361915e-04,8.075523950906723925e-02,4.999999999999999237e-03,2.481536422822410446e-04,1.658321130366840947e-03
-7.315728886046818022e-04,-7.314650662376948444e-04,5.740256599499325707e-02,4.999999999999999237e-03,-7.316743602256069135e-04,1.237798671618336923e-03
-3.225154433974941528e-03,-3.217739947633690544e-03,6.508384569646626927e-01,4.999999999999999237e-03,-3.232576450227434787e-03,8.100387129743511633e-03
1.031813171631784220e-03,1.031126011044965120e-03,2.904841603202861292e-02,5.000000000000000971e-03,1.032511665569371380e-03,3.350224725484080533e-03
3.085431064035204789e-04,3.087286993127529174e-04,4.076674148518750346e-02,5.000000000000000104e-03,3.083566459927209315e-04,3.635883252471673252e-03
3.697891641798821795e-04,3.701079757850362132e-04,1.269742996851635775e-01,5.000000000000000104e-03,3.694632591684593134e-04,2.183161810136779145e-03
7.658836746602586208e-05,7.667634400457502494e-05,3.192779382524252307e-02,4.999999999999999237e-03,7.652210505423380938e-05,1.977165635008326650e-03
2.829283534875791590e-04,2.830099141581434710e-04,4.628322840614061142e-04,5.000000000000000104e-03,2.828362452412381384e-04,2.825511290067134543e-03
-1.281580262215444282e-04,-1.281006830290304399e-04,8.233414355511305821e-03,5.000000000000000104e-03,-1.282151438033960215e-04,9.793820304451284018e-04
-5.299352469785962531e-04,-5.299643178423749882e-04,3.657789407289667970e-03,5.000000000000000104e-03,-5.298963309007452506e-04,1.652440083309374618e-03
-9.056680447672771144e-04,-9.063474480296463158e-04,1.244387786450510125e-01,5.000000000000000104e-03,-9.049909849189856099e-04,7.402175909061582508e-03
2.155416567522841064e-03,2.156358689493189686e-03,3.640933546763641671e-01,4.999999999999999237e-03,2.154487843469907269e-03,5.301071138359847099e-03
-5.916767874521608635e-03,-5.916288210786708850e-03,7.599301987544355985e-02,5.000000000000000104e-03,-5.917229806715159496e-03,7.794814322851095420e-03
4.130451804278629201e-03,4.137126761878848723e-03,3.459723122397855288e-01,4.999999999999999237e-03,4.123768463438706559e-03,8.306919470501262365e-03
-2.681523243533973696e-03,-2.681965305948929516e-03,8.311613350346452878e-02,4.999999999999999237e-03,-2.681065417103203809e-03,3.224677550800479024e-03
-9.150598083688233448e-04,-9.111622473536430764e-04,3.844164847409973218e-01,5.000000000000000971e-03,-9.189400701836316189e-04,4.382207228276721253e-03
-2.948153878304604503e-05,-2.936775463164576153e-05,1.403944878140559183e-01,5.000000000000000104e-03,-2.960034264198812423e-05,9.622725673457411524e-04
5.815148522739019407e-04,5.816000027088774355e-04,3.798149322067314454e-02,5.000000000000000104e-03,5.814486297725384063e-04,1.979377820416673879e-03
1.388599023733752070e-03,1.388690982162908228e-03,5.467708582546925572e-02,5.000000000000000104e-03,1.388521364596319915e-03,2.104502260238500736e-03
3.751650125614138919e-03,3.751775145844018014e-03,1.567515955625314317e-01,4.999999999999999237e-03,3.751526236063887874e-03,4.350021556440684251e-03
6.006480246599531832e-04,6.008742224653347216e-04,2.104334561250986446e-01,5.000000000000000104e-03,6.004240887290508092e-04,1.612811154013034333e-03
8.665441701057674875e-03,8.740916119756286101e-03,1.905847649832215440e+00,4.999999999999999237e-03,8.589795660385028675e-03,2.392102714680712991e-02
-9.795173431244342444e-07,-2.338053309193069872e-07,3.579638196923162208e-01,5.000000000000000104e-03,-1.713728318802731238e-06,1.859999082260490721e-03
-2.817002621631499839e-04,-2.814449312177084105e-04,1.179094778262751581e-01,5.000000000000000104e-03,-2.819564628767558950e-04,1.152869316793719238e-03
-2.866682118486944385e-03,-2.859218838473074134e-03,1.148497342860950621e+00,5.000000000000000971e-03,-2.874145834854545129e-03,9.404675234303577769e-03
-1.593732078760535034e-03,-1.594951899753260446e-03,1.735351099859208657e-02,5.000000000000000104e-03,-1.592517490248878493e-03,3.983163410504503288e-03
-1.213139104838439593e-03,-1.212965758010635907e-03,1.611969571722698599e-02,5.000000000000000104e-03,-1.213301347364011649e-03,1.236675640069891200e-03
-2.991669563666828026e-04,-2.991687446994258700e-04,1.693585072138117584e-02,5.000000000000000104e-03,-2.991742291741883940e-04,1.406953785435951804e-03
5.927558477618941719e-05,5.960824324432931730e-05,1.819751535611022486e-01,5.000000000000000104e-03,5.894515215446862274e-05,3.770049149998226223e-03
-1.594894016416571790e-04,-1.593332020248137894e-04,2.626259006341291613e-02,5.000000000000000104e-03,-1.596340328202944931e-04,1.514646530630632667e-03
2.841461876949059363e-04,2.841877028630279060e-04,1.274905604407420255e-02,4.999999999999999237e-03,2.841078575412028925e-04,9.767773284069147972e-04
-2.236889333354822142e-04,-2.235014340012876535e-04,1.947144279065324002e-01,5.000000000000000104e-03,-2.238692564539772431e-04,1.533535961780436042e-03
1.010760528661732750e-03,1.010073890306873367e-03,2.989936906764623092e-02,5.000000000000000104e-03,1.011442715566684232e-03,3.357149640684838759e-03
-4.226581540078295542e-03,-4.226516884750218007e-03,1.515911753986481092e-01,5.000000000000000971e-03,-4.226634945427130627e-03,4.396216711944021631e-03
-1.380652586767637958e-03,-1.381407996886232711e-03,4.540809374543728315e-03,5.000000000000000104e-03,-1.379893161482268621e-03,3.965459951856212945e-03
5.821071171721986086e-05,5.824742086992436713e-05,8.078331925781050355e-04,5.000000000000000104e-03,5.818592242820081812e-05,6.927087901873220377e-04
1.085380993222867707e-05,1.092996334939008185e-05,7.597412810081102807e-02,5.000000000000000104e-03,1.078792896337549289e-05,4.338812926199285720e-03
1.943744901445921018e-04,2.042323274514082658e-04,1.028090792517392549e+00,5.000000000000000104e-03,1.845258666234713351e-04,9.067608356256352115e-03
1.012068604471805591e-02,1.012657357375746671e-02,3.159886502442484923e-01,4.999999999999999237e-03,1.011480090594836512e-02,1.408802775174421325e-02
-7.025390196388744957e-03,-7.023975962034301190e-03,1.846595904417573653e-01,5.000000000000000104e-03,-7.026802447258857949e-03,9.874772733496449753e-03
1.170659974911340351e-04,1.170388776978809948e-04,1.498748903390187057e-02,5.000000000000000104e-03,1.171003331462510376e-04,2.047936409794975498e-03
-1.564471521524293969e-04,-1.565133759388437460e-04,1.283244586073692579e-02,5.000000000000000104e-03,-1.563658207343953473e-04,1.411801135991644232e-03
1.119359502408468019e-04,1.120795632182612091e-04,3.826176836775165707e-02,4.999999999999999237e-03,1.117998787797718429e-04,2.477914668894549890e-03
-2.376597534649301733e-05,-2.372498215448652908e-05,3.425224897361923981e-02,5.000000000000000104e-03,-2.378325293449316667e-05,1.178761395681209327e-03
2.453837075312787419e-04,2.455658923410972247e-04,1.203137997890535091e-02,5.000000000000000104e-03,2.452158832696797980e-04,1.404504266429014046e-03
-2.210567240779837128e-03,-2.209733444838797491e-03,1.354300577194934296e-01,5.000000000000000104e-03,-2.211399016331997997e-03,3.353292995035940267e-03
-1.027165615775888852e-03,-1.027430896961436515e-03,1.170542598964297715e-02,5.000000000000000104e-03,-1.026908859624902498e-03,2.209925701829623668e-03
1.595953970724300853e-03,1.595071642616506654e-03,3.126914744290319043e-02,5.000000000000000104e-03,1.596835158209548118e-03,3.789098310264650202e-03
-6.038450964965567198e-05,-5.129595404561918773e-05,1.268992135594942505e+00,5.000000000000000104e-03,-6.947610892306298950e-05,6.809928512323199304e-03
5.778247184836466039e-04,5.778960716980968389e-04,4.355755365516218031e-02,5.000000000000000104e-03,5.777777859483736785e-04,2.043914196878102770e-03
-4.020365735692979330e-03,-4.020298398466657513e-03,5.379967823127081161e-02,5.000000000000000104e-03,-4.020426056963129213e-03,3.849522630189807209e-03
7.426748522142124186e-04,7.427375747518940143e-04,4.131743547301422459e-02,4.999999999999999237e-03,7.426064824814405810e-04,2.327077984654595585e-03
-3.362016167810516574e-03,-3.363365167619968357e-03,5.380056146601279454e-02,5.000000000000000104e-03,-3.360684034219236019e-03,5.142878502336225600e-03
5.146262047461932143e-04,5.148320638148284282e-04,2.424428931218789579e-02,5.000000000000000104e-03,5.144283163422222081e-04,1.673906055522182083e-03
9.621438070533767581e-04,9.620495523749816695e-04,1.046051826298566856e-01,5.000000000000000104e-03,9.622276521135574500e-04,1.890935441880120006e-03
-1.914060133691077991e-04,-1.907444036006293868e-04,1.898961755491395675e-01,5.000000000000000104e-03,-1.920620147135268432e-04,2.055784941546302466e-03
-7.017784360553427827e-04,-7.007931143477246589e-04,2.005191387990972740e-01,5.000000000000000104e-03,-7.027559416651719482e-04,2.522761698392161477e-03
1.034108662449019847e-03,1.033864404208980747e-03,9.652709853728001776e-02,5.000000000000000104e-03,1.034357117066263222e-03,5.385818548802955019e-03
-7.390574414068587592e-04,-7.389172603220612841e-04,2.985430480160349703e-02,5.000000000000000104e-03,-7.391909890373748147e-04,1.835426204896818941e-03
-1.628177822356224099e-05,-1.581364944695142689e-05,2.471553476675940053e-01,5.000000000000000971e-03,-1.673707709939674458e-05,1.867350065244787697e-03
2.771585552552345574e-05,2.775763597033862243e-05,1.349200798751551064e-02,5.000000000000000104e-03,2.766440045204988192e-05,1.009189820299119826e-03
-2.694755701800112015e-04,-2.692127918001632064e-04,2.620786025711504749e-02,5.000000000000000971e-03,-2.697144148668223734e-04,1.789645268263505241e-03
-1.451681037297666008e-04,-1.440443214376141477e-04,1.492875294159236865e-01,5.000000000000000104e-03,-1.462781934356361183e-04,2.033120715517144905e-03
4.797999380890496934e-03,4.796983272111928799e-03,1.024398539971593802e-01,4.999999999999998369e-03,4.799023064808042964e-03,4.282005726371862150e-03
2.121945045457531267e-04,2.124237876152559152e-04,5.436519857104007980e-02,4.999999999999999237e-03,2.119731418907787334e-04,1.451774012527574974e-03
6.449787480196226327e-04,6.452749944915105607e-04,7.529504443115146717e-02,5.000000000000000104e-03,6.446811347179480902e-04,2.304104940387475316e-03
7.540894682567843635e-04,7.542688899880379064e-04,1.828629594596908187e-02,5.000000000000000104e-03,7.539220600575616488e-04,2.285525452010580931e-03
-1.159490691660095700e-05,-1.155930966302147273e-05,4.747533051768676113e-03,5.000000000000000104e-03,-1.161752471880910052e-05,5.832950247924426805e-04
1.980372085313917001e-05,2.002061977399478159e-05,9.634488825201453777e-02,5.000000000000000104e-03,1.960453919227399394e-05,1.361220674447067430e-03
1.533594654740923040e-03,1.533039427728887178e-03,1.471230848080159852e-02,5.000000000000000104e-03,1.534167474031324736e-03,3.915381640972438217e-03
-9.960787649039603339e-04,-9.956833105235823531e-04,1.209738840726885395e-01,4.999999999999999237e-03,-9.964605673663548633e-04,3.185873462979239672e-03
1.421832627948744262e-03,1.456977927035421226e-03,1.924959022701291822e+00,5.000000000000000104e-03,1.386853173809912167e-03,2.440915958193822996e-02
1.380574928509225587e-04,1.383388332045985532e-04,1.441969548263275502e-01,5.000000000000000104e-03,1.377788334618486039e-04,2.642911346296203910e-03
4.898935095389668265e-04,4.906706689482029458e-04,2.988363631053262415e-01,5.000000000000000971e-03,4.891178644612502631e-04,2.139712465474555812e-03
1.178053905254159914e-03,1.179038503512540781e-03,1.588802991833076494e-01,5.000000000000000104e-03,1.177088674392776611e-03,2.857039243933132393e-03
-2.514858442937856773e-04,-2.516631404660616940e-04,4.100502978490884465e-02,5.000000000000000971e-03,-2.513032566416596681e-04,3.037926853026744548e-03
-3.681840664211876932e-03,-3.679715125494531502e-03,1.717272453692609835e-01,5.000000000000000104e-03,-3.683966122054333544e-03,7.440451971504878984e-03
5.983865791283823074e-04,5.985340987668937105e-04,1.979989727687992904e-02,5.000000000000000971e-03,5.982533457146116482e-04,1.566395840535453245e-03
3.779466859270088665e-03,3.768011852679463859e-03,9.164150060273891507e-02,5.000000000000000104e-03,3.790919938273994323e-03,1.039894016579191206e-02
-1.665153568968302756e-03,-1.661881541865995468e-03,2.239937839800709152e-01,5.000000000000000104e-03,-1.668418520494521903e-03,4.959935947873596838e-03
-1.267337084236798634e-03,-1.266903498556775070e-03,5.365845717286984312e-02,5.000000000000000104e-03,-1.267770165594436695e-03,2.476262805575702840e-03
2.781535199020457360e-04,2.786191160312368885e-04,1.209601507765034195e-01,5.000000000000000104e-03,2.776750484006268904e-04,3.052140135200224775e-03
1.041967524885680893e-05,1.062237719940726034e-05,1.300830194307279163e-02,5.000000000000000104e-03,1.023637228508932057e-05,1.508081355892480508e-03
9.073810679125958673e-04,9.074423334055681852e-04,2.597176614784606485e-01,5.000000000000000104e-03,9.073252017527717742e-04,2.534105376886616138e-03
3.081392677724440449e-06,3.097687135107353832e-06,9.983788259812860846e-03,5.000000000000000104e-03,3.051602743245534132e-06,4.578100054123853389e-04
2.125822807872847480e-03,2.126321782663827004e-03,1.076360660915189199e-01,4.999999999999999237e-03,2.125336773844084971e-03,5.618744475348061429e-03
-1.626801020373989156e-03,-1.626481746164401250e-03,1.802675670813590203e-01,4.999999999999998369e-03,-1.627133815724486230e-03,2.672878513600162459e-03
-5.410491586628372526e-04,-5.411177099831309106e-04,1.085979130207680513e-02,5.000000000000000971e-03,-5.409677012824386406e-04,1.779762793033562267e-03
-3.238133585125705944e-04,-3.232662330188729193e-04,1.882947438556694664e-01,5.000000000000000971e-03,-3.243570276504640021e-04,5.052145557156119925e-03
-4.078513253893844724e-04,-4.077951896096822519e-04,2.409902895635034764e-02,5.000000000000000104e-03,-4.079118590878816212e-04,1.957004849011393776e-03
4.448107691407045955e-04,4.470434032958767786e-04,3.110859706414668135e-01,5.000000000000000104e-03,4.425890787576725440e-04,7.076803992528710695e-03
-7.428952100472377223e-05,-7.424464318951221910e-05,4.327873688201025124e-03,5.000000000000000104e-03,-7.432889472048620060e-05,7.381736777634409193e-04
9.041850973367169850e-06,9.678480480520887234e-06,3.483975063470867162e-01,5.000000000000000104e-03,8.407185192649073956e-06,2.884485970802752423e-03
-3.956816844882393041e-04,-3.955106599194349202e-04,8.199065975734105838e-02,5.000000000000000971e-03,-3.958565913167081491e-04,1.172834783946968091e-03
-1.037324653232124267e-03,-1.022943630034006419e-03,1.474676723039443527e+00,5.000000000000000104e-03,-1.051724450120516356e-03,1.511652996567523083e-02
-4.952902534918516512e-04,-4.873982216081181929e-04,7.343435158635117643e-01,4.999999999999999237e-03,-5.031819823732542555e-04,9.654817809576891202e-03
2.260466625566901269e-03,2.260801948013055861e-03,5.374893656525170371e-02,5.000000000000000104e-03,2.260116907677588421e-03,3.699065040243451879e-03
-5.935733731991179072e-05,-5.837103724184678703e-05,3.868965668193878327e-01,5.000000000000000104e-03,-6.034242597268138286e-05,2.980032497382482069e-03
