2.259590048401681539e+00,2.428152626654343393e+00,2.386665614646273692e+00,1.501203377308412579e+00,1.497964983107034076e+00,1.499216879299163141e+00,1.527231848180198304e+00,1.747893875532284369e+00,3.134971003592107452e-01,3.447329793004427767e-01,3.228571834742811619e-01,3.134955222542785691e-01,1.472446456342411114e-01
1.858587409365601850e+00,1.760076845597219108e+00,5.504768985581242058e-01,6.448179904534964146e-01,2.578906614957514609e-01,3.025928246866362303e-01,5.286020267025864916e-01,5.610435031287236418e-01,1.185459652624798466e-01,6.134592996838028611e-02,8.926037669722253209e-02,1.037384474778865334e-01,1.064038863326325079e-01
1.953992584024956569e+00,2.122260002670795398e+00,2.125062495892476644e+00,2.083349620234368427e+00,2.123433920390576990e+00,1.270012067136320866e+00,1.296288934683896832e+00,1.576892158268724975e+00,2.443438155343740370e-01,2.823733496385902875e-01,2.602771885123904005e-01,2.928740344236094861e-01,2.803524642711742731e-01
2.124391820567000266e+00,2.309388810121446589e+00,2.335140358374115266e+00,2.188268954332510674e+00,7.109601799730913552e-01,7.558541139781139728e-01,3.285777958494591200e-01,3.369209653157125284e-01,2.970861226679301081e-01,4.065734667807428537e-01,3.418128523092104354e-01,1.306841427383605425e-01,1.372015266982921922e-01
1.867689104145685342e+00,1.868602209407674408e+00,1.898687302550691403e+00,2.099964996985636212e+00,2.070326006794008133e+00,2.096910923681149619e+00,1.442285614054735321e+00,9.758337366332808793e-01,1.415571247902746854e-01,2.943317491130877928e-01,2.721397952447592861e-01,2.584347722185647012e-01,2.308063341075803632e-01
2.091514301811414178e+00,1.924659617624335350e+00,4.062866767437376403e-01,4.637436118514956518e-01,5.268134143900217170e-01,1.133979749261525560e-01,3.844949827921761432e-01,3.828947748916671778e-01,3.977825025277007542e-01,3.665694615329903039e-01,9.007331186265320200e-02,4.906771435721345165e-02,1.977912605089132692e-02
2.042212132048483841e+00,2.129705312908220627e+00,2.144620986291060127e+00,2.040382561932685412e+00,7.884734717496254541e-01,1.013719843994392855e+00,1.044377184213603593e+00,1.050435147720592877e+00,6.453885396778427097e-01,6.379021365380096453e-01,6.343758522463687211e-01,6.221057923305659543e-01,1.641729859982248574e-01
2.214253145175119286e+00,2.063298950574564916e+00,5.885337025023847923e-01,6.691035969309839793e-01,7.689925868183744573e-01,8.696851158789196123e-01,8.893214840356047368e-01,8.858650643440248995e-01,4.790618663202607652e-01,4.769667527558725251e-01,4.944712840044029334e-01,4.812127347517354825e-01,4.406065533313541782e-01
2.104382980907709033e+00,2.259270830422191789e+00,2.281170686792033386e+00,2.431183031885208568e+00,2.348704170555743875e+00,1.269948083006393613e+00,1.298785945841462341e+00,6.066836163693212214e-01,6.151262657679742452e-01,6.126390438281311690e-01,6.020101622190825452e-01,5.825899978082375030e-01,5.927178858032755571e-01
1.797371276456367628e+00,1.834019453334698513e+00,1.724272913391705186e+00,1.808929567397096427e+00,4.698146075639140218e-01,4.814473571938187035e-01,4.966099249784842740e-01,6.918207969098881804e-01,3.058508504272056117e-01,2.916782040353100847e-01,3.889405336832968407e-01,4.165145523470340505e-01,3.758619418886465779e-01
1.893793705480525391e+00,2.038376930556403899e+00,2.075954900100106304e+00,2.102057126174603052e+00,2.194280727262028385e+00,1.839033817399352344e+00,7.240748322312076102e-01,7.261506495501683922e-01,7.252006040925800257e-01,4.073815140014382385e-01,3.986754359797382574e-01,4.082997558267737470e-01,4.261316339554735988e-01
1.714101128609843316e+00,1.924574199495367788e+00,1.848511309476558839e+00,8.278772116686962113e-01,8.614833183761059221e-01,9.562119700059821259e-01,9.036394241736561694e-01,9.948304840755883838e-01,1.003013804890286798e+00,3.657777388430223930e-01,3.449075452727084490e-01,3.782958761494659150e-01,2.917403277149790419e-01
1.778455345669331944e+00,1.686865704043354341e+00,5.141797739102652587e-01,5.299739286960258866e-01,1.442252013373287178e-01,2.900464338711406520e-01,2.981447581109690770e-01,1.416251231535808064e-01,1.167444773736233954e-01,8.007124229676729210e-02,1.080751853081402397e-01,1.374211025500374772e-01,1.211741601607816965e-01
1.986974888455821153e+00,1.956881214949461878e+00,1.196632362940373895e+00,1.359460368408772490e+00,4.881541767666836007e-02,1.919113142703755479e-02,1.468097388455640896e-02,3.773085101061467855e-02,6.955342080876945887e-02,5.154302431134653167e-02,1.240017423862154189e-01,9.046338342296820351e-03,3.118802302196794444e-03
2.132757966700750796e+00,2.192296126321413574e+00,1.753621388797914182e+00,4.733023606611477252e-01,5.356121315654536197e-01,1.765089324586072705e-01,2.664871378114959666e-01,2.027482852012017500e-01,2.891721568661512198e-01,3.964509213227305207e-01,3.919371193695300182e-01,3.394141774108295345e-02,4.094006249180950213e-02
1.854759660850439751e+00,1.999253961932164314e+00,2.077173037088912544e+00,2.106785602745246511e+00,2.190062609551081785e+00,2.170993898945417389e+00,1.570565859917744556e+00,1.570710914081185461e+00,1.559907193762173794e+00,1.511604972465419694e+00,1.524817883217657322e+00,2.594035334498611678e-01,2.676183040161768667e-01
