2.072978666448715757e+00,3.228561985908150467e-01,5.821639946741762224e-03,1.373898034865663476e-01,2.387294796370703354e-01,4.048196280437393185e-02,7.594558292384021025e-02,1.372599188672295190e-02,7.387422944291681349e-04,1.004066280349429074e-01,5.687865539457274272e-02,8.627915924910191728e-03,1.044266179874488512e-02
1.754024656709591845e+00,4.400187548421172212e-01,3.143222937491369634e-02,1.489866795925035708e-02,1.553353951639523112e-01,2.535175947058040391e-01,7.220359379397997546e-02,2.402680933306920383e-02,4.593283093860357075e-02,3.273417252320012794e-02,6.266935640124693396e-02,4.603447090616274301e-02,5.559594718214502101e-02
1.775875594692860604e+00,1.342146490753912957e-01,1.385225137324943290e-01,4.624231662000202747e-01,3.277571588682571813e-01,2.330839861433364468e-01,2.889380444617465349e-01,1.919168975467454852e-01,3.043619937498182743e-02,4.730089888413424354e-04,6.699761282738926627e-02,8.802572836578054227e-02,6.746794626696876740e-02
1.985793230857800351e+00,3.024275447363490854e-01,1.223427421250670999e-01,2.230105003361994576e-01,2.997765804933620881e-01,1.672921753489485519e-01,1.166923924804244700e-01,2.258275711510905961e-02,2.745429692139576827e-02,3.345621071171444444e-02,7.573320738900950200e-02,2.903535413798962253e-02,4.032098726912795861e-02
1.728473510431197679e+00,1.315350601867023350e+00,3.741392576156090111e-01,3.431518210750190701e-01,5.120135857960467218e-01,1.938138803047059489e-01,2.625634079584396874e-01,2.530496720424364465e-01,3.045776761778794250e-02,3.079415692061084411e-02,2.755885941427908131e-02,5.349903330242168631e-02,1.363171648093471772e-02
1.921530046423286953e+00,2.101615543242718320e-01,8.387903443984939811e-02,3.506109412548673032e-01,1.335694664127639597e-01,6.472598766412845928e-02,2.774672882298181986e-02,8.491132778636842349e-02,1.904720603065324092e-02,4.901885139089314641e-02,4.921669631931879785e-02,2.153180761998281165e-02,2.692760320060383697e-02
1.935708574421591610e+00,2.015661466057049545e+00,5.630684263061921380e-01,1.050463096827142229e-01,3.458541729052814762e-01,1.569421969463780653e-01,1.847290307388003705e-01,1.431978629776868017e-01,1.438299416783884732e-01,1.582827181883372236e-01,1.370891189274097977e-01,7.827691170579034741e-02,9.430586275357301373e-02
2.083872339187884837e+00,5.771745200432338851e-01,1.759193217059310324e-02,9.902319067118950727e-03,1.763196366960617656e-01,9.238053300642781740e-02,4.527809561462477900e-02,2.131977764300386491e-01,2.449789679431916001e-01,1.245835899452309992e-01,9.543229240814868342e-02,1.004047165410848486e-01,1.528072019726377517e-01
1.931789096062608513e+00,4.968000208673256646e-01,6.385466066757360393e-01,3.593621500957339121e-01,3.896751196880522961e-01,4.343805870339388919e-01,1.246991265642708457e-01,2.110121886998675700e-01,1.999479797087369837e-01,1.584230168659779003e-01,1.235055931100515481e-01,1.568587874720638320e-01,9.580564115976324124e-02
1.725221568013932449e+00,1.438267413217761526e+00,2.027035130593788370e-01,2.132398827149885046e-01,4.915482826457600596e-01,2.646804884761906895e-01,3.055517271506192345e-01,6.877555389243349138e-02,1.986023327987476370e-02,2.650290740095947225e-03,7.379895343048889500e-02,3.622819081023966048e-02,3.977927457658318386e-03
1.766809238226998868e+00,3.281076332332738543e-01,8.922612636998458746e-02,3.682506325761217975e-02,1.708064284316463191e-02,8.657854644322086901e-02,1.275656691234420548e-01,4.475456774479590061e-02,1.218347629467790433e-01,4.809634712656393751e-02,5.955782007718637971e-02,9.781909516336942390e-02,9.153822663597412090e-02
1.565400511009830131e+00,1.932467285232414844e-01,1.637714820677101946e-01,1.613962441319092833e-01,3.652205603669112649e-02,3.025469363182655136e-01,4.521872513073124655e-02,4.665943686375523258e-02,1.850723020585276143e-02,2.050977744397115485e-02,3.508432939568856962e-02,5.778927370891935589e-02,4.195931928447412668e-03
1.687904324561039893e+00,3.398767652868843192e-01,1.083041447519095396e-01,2.822538036921091176e-01,1.336611807914182548e-01,2.402889669352820945e-01,2.975219042888818111e-01,3.137426783039994893e-01,1.290357442596175852e-01,6.435541574674705223e-02,8.615468080784902116e-02,3.861638315715154590e-02,2.421408415739466705e-02
1.797624029121455358e+00,1.655200434069983018e-01,9.416245076466549235e-02,4.863597189724095937e-01,3.442672771946232446e-01,9.855280656078757584e-02,1.337087939734865616e-01,2.663203030741046612e-02,1.057732544847018730e-01,3.936568721758637590e-02,3.487359273062185655e-02,7.616918508984524099e-03,7.298776585904578201e-03
1.979020110741959382e+00,3.635651855971014923e-01,1.612448637461007805e-01,2.256712736927030810e-02,2.552654585513463581e-01,1.794381239588980215e-01,1.865391088619255955e-01,5.134861918914599040e-03,5.572702791223981683e-02,1.560906408832987355e-02,1.903223535978113782e-03,6.959992107210470624e-02,5.428161558269108816e-02
1.764977677673432721e+00,1.611522709848144386e+00,1.812192176594477289e+00,2.008685054882675125e+00,9.274944000511943232e-01,2.165404352705520841e-01,9.798534016593619944e-02,1.250249944790056966e-01,1.740912459127565703e-01,4.249887368542304422e-02,8.300312016608696331e-02,6.122332305685537074e-02,7.678217410820585564e-02
