x,y
0.000000000000000000e+00,-9.000000000000000222e-01
-2.999999999999998224e-01,-9.299999999999999378e-01
3.300000000000002931e-01,-9.299999999999999378e-01
0.000000000000000000e+00,-9.299999999999999378e-01
0.000000000000000000e+00,-9.599999999999999645e-01
0.000000000000000000e+00,-9.599999999999999645e-01
0.000000000000000000e+00,-9.599999999999999645e-01
0.000000000000000000e+00,-9.599999999999999645e-01
0.000000000000000000e+00,-9.599999999999999645e-01
0.000000000000000000e+00,-9.599999999999999645e-01
0.000000000000000000e+00,-9.599999999999999645e-01
0.000000000000000000e+00,-9.599999999999999645e-01
0.000000000000000000e+00,-9.599999999999999645e-01
0.000000000000000000e+00,-9.599999999999999645e-01
