exact_ln_ratio,signed_pred_true_phi,squared_Ldyn_over_lambda,force_rmse,signed_pred_model_phi,max_abs_dV
-2.392227979293830645e-02,-2.385615026751254295e-02,1.448894468439965832e+00,1.999999999999999695e-02,-2.398795517212170061e-02,3.537000023411968064e-02
-1.137453514622736888e-04,-1.128232116639383301e-04,5.696733627571219649e-02,2.000000000000000042e-02,-1.146734280532558096e-04,2.919809380166256754e-03
-1.637321878091341676e-04,3.102940109582310343e-05,7.121592793922213005e+00,2.000000000000000389e-02,-3.582972275717512538e-04,4.031794718604337496e-02
6.980126448799275863e-04,7.087136986901144747e-04,3.874524206014041683e-01,2.000000000000000042e-02,6.873097805997907409e-04,1.345601947835611996e-02
2.008505296096215528e-03,2.008878931851478325e-03,5.968311196401241553e-02,1.999999999999999695e-02,2.008133418538384993e-03,2.075986698647349325e-03
3.457297305831293901e-04,3.481403720713716348e-04,6.579140274738632943e-01,2.000000000000000042e-02,3.433323042268849072e-04,6.079350280087285688e-03
1.848939391047497082e-03,1.847212239350526147e-03,4.317759900581682464e-01,2.000000000000000042e-02,1.850698502229403261e-03,2.197796386504131255e-02
6.225919383417964376e-04,6.230092575115940773e-04,3.691271270549039557e-02,2.000000000000000042e-02,6.221836187061641037e-04,3.232372883217915754e-03
6.807840484426243809e-03,6.794199527269700889e-03,3.404584982375245122e-02,2.000000000000000042e-02,6.821473038435509756e-03,1.461574419813038705e-02
1.130560838344250862e-02,1.131784128170812767e-02,4.647877876559311505e-01,1.999999999999999695e-02,1.129338477892938807e-02,2.414844443248611097e-02
-3.705079872791326202e-03,-3.720619852038875314e-03,1.022813298305891155e-01,1.999999999999999695e-02,-3.689515457517780154e-03,1.656869148833089306e-02
-3.675731165354240507e-04,-3.647806348156799362e-04,1.531790389542471431e-01,2.000000000000000042e-02,-3.703521354800576272e-04,9.528566732344322804e-03
8.749439112381577482e-03,8.744434447414321451e-03,1.341176451249769530e-01,1.999999999999999695e-02,8.754458588092707896e-03,1.587370701808431955e-02
-1.393761224476163007e-03,-1.379801448380259948e-03,1.012759458652548350e+00,2.000000000000000042e-02,-1.407716946868079648e-03,1.277317664677712385e-02
-8.062545902757659033e-02,-8.010142232621286773e-02,3.331937347417374795e+00,2.000000000000000042e-02,-8.114517834926333884e-02,1.160505961855492069e-01
1.420090628626143568e-02,1.421447573776465564e-02,4.776695251000575015e-01,2.000000000000000042e-02,1.418731765664763868e-02,2.597220019991338877e-02
1.770297392323311528e-02,1.773636054723255057e-02,7.227331601365115654e-01,2.000000000000000389e-02,1.766946142555546329e-02,2.608679987356377766e-02
-1.017051845046493410e-04,-1.012609974899756173e-04,2.509606030609288271e-03,2.000000000000000042e-02,-1.021369622622009368e-04,3.692299614820334416e-03
1.439483983039666938e-02,1.442477529572868712e-02,8.697651373805732611e-01,2.000000000000000389e-02,1.436477153536154863e-02,1.904535745368404753e-02
-2.184880985243920892e-03,-2.181681928521824951e-03,1.041659551148264723e-01,2.000000000000000042e-02,-2.188060537038754531e-03,6.888759885541143393e-03
-1.200610482372146959e-03,-1.198083014715966036e-03,1.470475605774846095e-01,1.999999999999999695e-02,-1.203119682117011202e-03,5.032019948590016854e-03
-3.704501807784238172e-03,-3.614178081877333047e-03,2.169490613556844139e+00,1.999999999999999695e-02,-3.796138690464686844e-03,6.473961988890002128e-02
3.717842162603307728e-04,3.771323988613917437e-04,2.615081249354538895e-01,2.000000000000000042e-02,3.664086836638330981e-04,1.666238192009835556e-02
5.096833317282206850e-03,5.100104378239468661e-03,2.199567218878611674e-01,2.000000000000000042e-02,5.093580574870799731e-03,5.535076791519653525e-03
-1.251962269099962839e-02,-1.250608284101330236e-02,4.260039721001581681e-01,2.000000000000000042e-02,-1.253313482611928369e-02,1.889895685869025579e-02
1.538270477947428772e-02,1.532655778525563242e-02,3.919048693698852781e-01,2.000000000000000042e-02,1.543885264044831535e-02,1.877634082896665127e-02
-4.210104528885216975e-03,-4.217138558460995813e-03,1.165187004654000096e-02,1.999999999999999348e-02,-4.203070990943903046e-03,1.108796075074723608e-02
-1.299068656737485672e-02,-1.308428657542243592e-02,1.344091943151820567e-01,2.000000000000000042e-02,-1.289704512058454169e-02,3.049569996847315001e-02
-1.292670257854144564e-02,-1.305765887074773410e-02,6.140449198052357893e-01,2.000000000000000389e-02,-1.279564149256989976e-02,4.289241626423760667e-02
-1.949506108241145640e-04,-1.934782023953357543e-04,2.319803366569210545e-02,2.000000000000000042e-02,-1.964297912783981640e-04,3.744606559527518218e-03
-6.409007950123554471e-04,-6.399360839801629050e-04,3.126744130315842630e-03,2.000000000000000042e-02,-6.418715452185934931e-04,5.618562535013871435e-03
-8.805609521474385207e-03,-8.771170917010951557e-03,6.928544793505427846e-01,2.000000000000000042e-02,-8.840070980616045182e-03,2.819875229569517375e-02
-9.923672883983243945e-03,-9.974042981724280665e-03,7.572659554458620323e-02,2.000000000000000042e-02,-9.873250105288715328e-03,2.470670429461398893e-02
7.142902958057342029e-05,7.207414759705941317e-05,1.368809970602672954e-01,2.000000000000000042e-02,7.078469526833271229e-05,7.587475616267559328e-03
-1.415437507278727823e-02,-1.411199263757741303e-02,8.365120378708471582e-01,2.000000000000000042e-02,-1.419672986442593703e-02,2.927917831146707034e-02
-1.991878821612931810e-04,-1.966322884775731524e-04,3.546200033685793784e-02,2.000000000000000042e-02,-2.017523501188621816e-04,5.978216830964199098e-03
-6.986396327232585746e-02,-6.953497202877022276e-02,2.578640520369401390e+00,1.999999999999999695e-02,-7.019053058149077318e-02,9.738571243663891874e-02
1.302831015584410019e-03,1.307244315521669930e-03,3.716215609740274872e-01,2.000000000000000042e-02,1.298440979924887209e-03,1.240748620090263189e-02
-3.661270390482735662e-04,-3.652594660225747989e-04,3.670843758049253946e-02,1.999999999999999695e-02,-3.669753280425208436e-04,4.109168636545265131e-03
4.788795475130180196e-03,4.782242083292133523e-03,1.557697365613809962e-02,2.000000000000000042e-02,4.795339231587903393e-03,1.184569238092130286e-02
6.921073039476362959e-03,6.920705451260151728e-03,1.273424029453509299e-01,1.999999999999999695e-02,6.921427799932734597e-03,7.680254445676226033e-03
-8.018759557155933238e-04,-8.011045307862058604e-04,1.073227557712286978e-01,2.000000000000000042e-02,-8.026549429151881793e-04,4.655530450841979806e-03
-3.069807781837294476e-03,-3.069451710033138572e-03,1.541333303601816196e-01,2.000000000000000042e-02,-3.070165162385016591e-03,7.258668360748721064e-03
-1.037360881925192355e-03,-1.035963476091575873e-03,1.753156916786310785e-03,2.000000000000000389e-02,-1.038763330199985249e-03,1.122052435055822042e-02
-1.029703870675584640e-04,-1.023707501813708780e-04,1.035633117129195896e-01,2.000000000000000042e-02,-1.035788036664716860e-04,2.298938766415242838e-03
-1.829599410817355724e-03,-1.829271785690616018e-03,3.439267133557215306e-02,2.000000000000000042e-02,-1.829912589431971059e-03,1.799575838788716091e-03
2.504560907793054996e-03,2.503196808940110277e-03,1.000361085693093378e-02,2.000000000000000042e-02,2.505921424691093854e-03,7.646027438973568117e-03
1.211366099545775664e-03,1.222664624544547631e-03,1.469991470451815552e+00,2.000000000000000042e-02,1.200072864842577922e-03,9.168076111704052955e-03
-2.995858439153499270e-03,-2.981797355981865953e-03,7.143509035025922271e-01,1.999999999999999695e-02,-3.009955319895148487e-03,1.844485361862682749e-02
9.867043965899246691e-04,9.879813677123574969e-04,9.976698496955876960e-02,1.999999999999999695e-02,9.854361916280605493e-04,3.990197466734558135e-03
-1.198615947550622915e-03,-1.195282851924032606e-03,2.836154338547628995e-01,2.000000000000000042e-02,-1.201944465938326262e-03,1.403573070850835068e-02
-3.670637017801509777e-02,-3.674119609929026031e-02,7.600103627326836309e-01,2.000000000000000389e-02,-3.667143073219051447e-02,3.446857459789075956e-02
-1.625651855522501242e-03,-1.612619423239089640e-03,1.040778644252088769e+00,2.000000000000000042e-02,-1.638685820672608614e-03,1.027824125674104035e-02
3.238106227281341461e-04,3.245419415308148153e-04,2.441995690544669917e-01,2.000000000000000042e-02,3.230757399516001344e-04,3.356549231784401472e-03
7.552400508727119370e-03,7.632465909231585591e-03,1.695053845168814854e+00,2.000000000000000042e-02,7.472146947497992214e-03,2.242679362679055738e-02
2.110570362533046532e-03,2.117381893234741592e-03,3.822802983673955768e-01,2.000000000000000042e-02,2.103777131177578166e-03,1.172487778784249944e-02
5.898979426384724534e-05,6.004491423900881476e-05,5.657589276747110318e-02,2.000000000000000042e-02,5.794657731441020938e-05,3.012055417003238825e-03
-5.772227793175127141e-04,-5.773501121487832274e-04,5.338896096333908131e-02,2.000000000000000042e-02,-5.770877836103429541e-04,2.408119782920718505e-03
-2.414579694109268791e-03,-2.412366983238320179e-03,1.277377264577475025e-01,2.000000000000000042e-02,-2.416808109670370332e-03,6.258054408377270242e-03
1.202066902648906907e-02,1.204096008194244401e-02,8.309687924790790658e-01,2.000000000000000042e-02,1.200044707280649957e-02,2.788470348833976126e-02
-2.265557288796996374e-03,-2.268111797141715655e-03,4.334746020208255640e-02,1.999999999999999695e-02,-2.262990425409936324e-03,9.706968705872953684e-03
-5.252948639530528700e-03,-5.250845066815100839e-03,5.421204854468523182e-01,2.000000000000000042e-02,-5.255049392475934049e-03,2.015899312530162329e-02
-3.000568256463941996e-03,-3.040655584922286568e-03,1.239185727880465770e-01,2.000000000000000042e-02,-2.960446477071768199e-03,2.017284289254202279e-02
-1.995871958939480963e-03,-1.992089246957572286e-03,2.344196593192808542e-01,1.999999999999999695e-02,-1.999664287267203036e-03,9.140095523592515689e-03
-3.258241178771019084e-03,-3.259770174008727942e-03,7.386364406311619890e-02,2.000000000000000042e-02,-3.256703977398342931e-03,6.102705841923541236e-03
4.760382390188866962e-03,4.762192510342309372e-03,1.734008307112462621e-01,2.000000000000000042e-02,4.758567249202673259e-03,8.585387525913628498e-03
-2.060676425578944048e-03,-2.035853959529112644e-03,1.188331486020346883e+00,1.999999999999999695e-02,-2.085295008583576588e-03,1.827203493445528001e-02
7.551512990141905990e-05,7.754636542112829914e-05,5.540914705452980593e-01,2.000000000000000042e-02,7.347390040108949557e-05,2.579458192233762513e-03
1.433678063280106191e-02,1.432979736510607387e-02,3.944059326645872332e-01,1.999999999999999695e-02,1.434375641517793287e-02,1.444159492404760263e-02
-8.247856926470772954e-03,-8.227375622971825481e-03,5.327011839003856775e-01,2.000000000000000042e-02,-8.268331598665464716e-03,2.369667892640526727e-02
4.249450332816081735e-05,4.321717139168095462e-05,8.832994844862763345e-03,1.999999999999999695e-02,4.176435289441700522e-05,2.730463231813534761e-03
9.332708760000027470e-02,9.665677890303414621e-02,1.192346358443008292e+01,2.000000000000000042e-02,9.002573428455688809e-02,2.242816811311852954e-01
-5.988737354227967948e-05,-5.933945459910730904e-05,7.075626548690518158e-02,2.000000000000000042e-02,-6.044127921376477253e-05,2.219110111885334163e-03
-7.460035783731889614e-05,-7.418400154178333636e-05,1.629715818449878947e-03,2.000000000000000042e-02,-7.500668948339738438e-05,4.845645216748292912e-03
1.556236479457101095e-03,1.556957818957390490e-03,1.023096987791982243e-01,2.000000000000000042e-02,1.555516424095438081e-03,3.423542668616565230e-03
6.413971351767197918e-04,6.687375125579814953e-04,1.390300339373554017e+00,1.999999999999999695e-02,6.140629605894951711e-04,1.098955054571889786e-02
-3.684788187181842764e-04,-3.673395482334822128e-04,4.375402183691096680e-01,2.000000000000000042e-02,-3.695998914463761043e-04,2.532922241726474292e-03
-2.221480889370776746e-03,-2.219367727344328731e-03,4.020390119094276460e-01,2.000000000000000042e-02,-2.223589555497203565e-03,4.247073058220216489e-03
1.314159954365629783e-03,1.314719667051606226e-03,1.012356800046681528e-02,2.000000000000000389e-02,1.313602507740685302e-03,5.959561885184059236e-03
-3.178478149482108755e-03,-3.194003793113530092e-03,2.741906777340084034e-01,1.999999999999999695e-02,-3.162930148381466397e-03,1.929522279514417696e-02
-1.624097863476045220e-02,-1.622828264134155637e-02,4.672225380230929370e-01,2.000000000000000042e-02,-1.625366232085368942e-02,2.715054363301252702e-02
6.387737966458744083e-04,6.508975473834067212e-04,5.617885577111536577e-01,2.000000000000000042e-02,6.266893921326007399e-04,1.413884349450834736e-02
2.133064672087636032e-02,2.142891219475886316e-02,1.308042090886635256e+00,1.999999999999999695e-02,2.123211045018204637e-02,3.215151263161338674e-02
5.595511313944577156e-05,6.279706466973564659e-05,1.309315718091036862e+00,2.000000000000000042e-02,4.910466544854445600e-05,2.570209086716006286e-02
2.292462388597236468e-04,2.697621405081820716e-04,2.378973155791128224e+00,2.000000000000000042e-02,1.887334433178029965e-04,1.384625710222984335e-02
-6.280054906070724717e-03,-6.270496699729850854e-03,3.063768248621408508e-01,2.000000000000000042e-02,-6.289603344235889307e-03,8.989484367834301923e-03
3.413326617905240810e-03,3.407096008771259409e-03,1.280719640464890730e-01,1.999999999999999695e-02,3.419542663908563783e-03,1.216446225705691310e-02
3.288747728465807926e-03,3.325183833385918220e-03,1.744577445223429946e+00,2.000000000000000042e-02,3.252267171737649801e-03,1.522501993929322416e-02
3.447809988257608590e-04,3.637071022764098950e-04,1.275745429128202213e+00,1.999999999999999695e-02,3.258454204760672756e-04,1.046502643799651112e-02
-1.163300752306622955e-03,-1.160003935442686582e-03,1.532428364126555698e-01,1.999999999999999695e-02,-1.166594189902389134e-03,9.651540219524284286e-03
3.750920759997655556e-03,3.821946512745884924e-03,1.804222475896742672e+00,1.999999999999999695e-02,3.679700463112516376e-03,2.893741624002382773e-02
7.333300995762950455e-04,7.352537142772184835e-04,2.064718693207614197e-01,2.000000000000000042e-02,7.314299943669388526e-04,4.750883798175078998e-03
-2.984836422646812339e-03,-2.964155016212073352e-03,6.951307192915334721e-01,2.000000000000000042e-02,-3.005472154139695283e-03,1.575285951301018741e-02
-1.214277773591525798e-02,-1.200903170777457667e-02,1.979228490599726609e+00,1.999999999999999695e-02,-1.227573184263602325e-02,2.936871857691537857e-02
-9.653764099598907689e-03,-9.656851787259711564e-03,2.940562282646510539e-01,2.000000000000000042e-02,-9.650660432795402088e-03,1.559598946459944159e-02
6.857322154682553988e-03,6.870560349969504280e-03,5.228371357376321304e-01,2.000000000000000389e-02,6.844087988276221710e-03,1.193872415789422325e-02
7.895958386151452624e-03,7.900286323588233753e-03,1.954608562929670001e-01,2.000000000000000042e-02,7.891613959403137243e-03,9.903648615023824542e-03
1.206284369724572314e-02,1.209129257412572093e-02,1.872800638967395015e+00,2.000000000000000042e-02,1.203432940134370813e-02,2.364321590064633744e-02
-1.979090207338774984e-02,-1.980278136654919571e-02,4.460741118706720854e-01,2.000000000000000042e-02,-1.977899137637777541e-02,1.687876215744560718e-02
4.942252001979222374e-05,5.006866790585446617e-05,1.106777862068873269e-01,1.999999999999999695e-02,4.876638796176020464e-05,3.118461251724606326e-03
1.429216436660338291e-05,1.465654195696125738e-05,3.745644922391044851e-02,2.000000000000000042e-02,1.393679940948251739e-05,1.773156750230559875e-03
-1.171037843391456706e-03,-1.171554343560039574e-03,2.844147271465529564e-02,1.999999999999999348e-02,-1.170517276741202912e-03,4.119623962389589236e-03
-2.732328234394787100e-02,-2.729552687288989976e-02,7.930910717709519497e-01,2.000000000000000042e-02,-2.735088123843532754e-02,2.571783064802737884e-02
1.202437422744574366e-02,1.203161353955861830e-02,6.347007583227703975e-01,2.000000000000000389e-02,1.201713158824647618e-02,1.518944420392025901e-02
-3.306773770261339351e-03,-3.324254250255572786e-03,7.029810205862524475e-01,2.000000000000000042e-02,-3.289287647462408887e-03,1.969174702898781118e-02
5.569585326793253209e-04,5.306182014302502541e-04,1.161263314891199661e-01,2.000000000000000042e-02,5.833102009740277543e-04,1.256643921129311191e-02
