B,eps_target,eps_hat,ln_nu_ratio,h,bound,h_over_bound,lin_ratio
12,0.3,8.91331,3.4145,74.4047,309696,0.000240251,0.00433854
12,0.3,0.307148,-0.0603137,0.00174736,367.749,4.7515e-06,0.00222395
12,0.3,0.473317,-3.15159,0.822378,873.298,0.000941692,0.0754108
12,0.3,0.291284,0.0715675,0.00268648,330.742,8.12259e-06,0.00278263
12,0.3,0.29752,0.0125612,7.95561e-05,345.056,2.3056e-07,0.000478159
12,0.3,0.30022,-0.00307558,4.71992e-06,351.347,1.34338e-08,0.000116023
12,0.3,3.40942,0.386408,0.0969859,45312.5,2.14038e-06,0.00128358
12,0.3,0.302496,-0.00281454,3.9534e-06,356.696,1.10834e-08,0.000105377
12,0.3,0.292507,0.0130955,8.6498e-05,333.525,2.59344e-07,0.000507039
12,0.3,0.298874,0.0263834,0.000354223,348.204,1.01729e-06,0.000999765
12,0.3,0.303958,-0.038962,0.000739588,360.15,2.05355e-06,0.00145172
12,0.3,0.299519,0.0156526,0.000123787,349.708,3.53973e-07,0.000591858
12,0.3,0.299281,0.00386086,7.47234e-06,349.154,2.14013e-08,0.000146104
12,0.3,0.333157,1.70253,4.85538,432.668,0.0112219,0.0578766
12,0.3,0.307417,0.174205,0.0170565,368.396,4.62994e-05,0.00641782
12,0.3,0.314427,-0.139331,0.00885034,385.387,2.29648e-05,0.00501861
12,0.3,0.300432,-0.00750434,2.80171e-05,351.844,7.96293e-08,0.000282893
12,0.3,0.287761,0.490982,0.168305,322.791,0.000521405,0.0193237
12,0.3,0.296198,-0.0178709,0.000157795,341.996,4.61394e-07,0.000683316
12,0.3,0.299438,-0.000408064,8.32357e-08,349.519,2.38143e-10,1.5434e-05
12,0.3,0.300907,0.0691096,0.002501,352.958,7.08583e-06,0.00260113
12,0.3,0.282869,-0.0255713,0.000321424,311.91,1.0305e-06,0.00102382
12,0.3,0.30798,-0.0366113,0.000654058,369.746,1.76894e-06,0.00134632
12,0.3,0.294509,0.0704881,0.00260417,338.108,7.70218e-06,0.00271065
12,0.3,0.292249,0.058689,0.00179109,332.938,5.37964e-06,0.00227436
12,0.3,0.291372,0.178006,0.0178549,330.943,5.39515e-05,0.006919
12,0.3,0.295826,-0.0118125,6.92209e-05,341.137,2.02912e-07,0.000452234
12,0.3,0.299178,0.00889601,3.9805e-05,348.914,1.14082e-07,0.000336761
12,0.3,0.290339,0.041815,0.000899006,328.6,2.73586e-06,0.00163111
12,0.3,0.30054,0.000251336,3.15901e-08,352.098,8.97196e-11,9.47125e-06
12,0.3,0.309807,0.75985,0.48657,374.146,0.00130048,0.0277774
12,0.3,0.38056,-0.273323,0.031196,564.552,5.52581e-05,0.0081341
12,0.3,0.293054,0.167846,0.0157661,334.775,4.70945e-05,0.00648662
12,0.3,0.300175,-0.0143122,0.000101448,351.243,2.88825e-07,0.000539993
12,0.3,0.300092,0.00369342,6.83751e-06,351.047,1.94775e-08,0.00013939
12,0.3,0.299004,0.0248985,0.00031516,348.508,9.04313e-07,0.000943086
12,0.3,0.308095,-0.020075,0.000198826,370.021,5.37337e-07,0.00073795
12,0.3,0.288284,-0.163564,0.0120036,323.966,3.70521e-05,0.00642572
12,0.3,0.772136,2.91614,36.3909,2324.05,0.0156584,0.0427731
12,0.3,0.296485,0.0391734,0.000787613,342.659,2.29853e-06,0.00149639
12,0.3,0.319306,-0.0692066,0.0022871,397.44,5.75457e-06,0.00245469
12,0.3,0.293833,0.18954,0.0204023,336.557,6.06206e-05,0.00730561
12,0.3,0.294542,0.0523447,0.00141874,338.184,4.19518e-06,0.00201271
12,0.3,0.279324,0.127959,0.00891979,304.14,2.93279e-05,0.00518822
12,0.3,0.290602,0.22908,0.0306124,329.197,9.29911e-05,0.0089278
12,0.3,0.299943,4.3256e-05,9.35566e-10,350.7,2.66771e-12,1.63329e-06
12,0.3,0.3257,-0.513204,0.0942345,413.518,0.000227885,0.0178455
12,0.3,0.312066,0.168576,0.0159115,379.62,4.19143e-05,0.00611796
12,0.3,0.301169,-0.000603065,1.81771e-07,353.572,5.14098e-10,2.26783e-05
12,0.3,0.300946,-0.116721,0.00630432,353.05,1.78567e-05,0.00439254
12,0.3,0.300223,-0.001573,1.23587e-06,351.354,3.51745e-09,5.93392e-05
12,0.3,0.299607,0.0215156,0.000234808,349.913,6.71045e-07,0.000813314
12,0.3,0.304807,-0.00224782,2.52256e-06,362.165,6.96524e-09,8.35206e-05
12,0.3,0.31347,0.00276339,3.82521e-06,383.045,9.98633e-09,9.98396e-05
12,0.3,0.300354,0.00574459,1.65635e-05,351.662,4.71006e-08,0.000216611
12,0.3,0.308729,-0.0311146,0.000474133,371.546,1.27611e-06,0.00114141
12,0.3,0.295951,0.0291936,0.000434518,341.427,1.27265e-06,0.00111718
12,0.3,0.300429,0.00111912,6.26678e-07,351.838,1.78115e-09,4.2188e-05
12,0.3,0.295354,-0.0424582,0.000876237,340.051,2.57678e-06,0.00162808
12,0.3,0.298688,-0.0268833,0.000354943,347.77,1.02063e-06,0.00101934
12,0.3,0.299073,-0.0649761,0.0020217,348.667,5.79836e-06,0.00246056
12,0.3,0.309425,-0.113065,0.00592993,373.222,1.58885e-05,0.00413839
12,0.3,0.302392,-0.0647413,0.00200742,356.45,5.63171e-06,0.00242475
12,0.3,0.300388,-0.000222833,2.48235e-08,351.74,7.05736e-11,8.40143e-06
12,0.3,0.29883,0.0615103,0.00197115,348.103,5.66256e-06,0.0023312
12,0.3,0.295838,0.0660871,0.00228239,341.167,6.68995e-06,0.00252999
12,0.3,0.305609,-0.0478708,0.00110989,364.075,3.04852e-06,0.00177403
12,0.3,0.299852,0.00425892,9.09497e-06,350.486,2.59496e-08,0.00016086
12,0.3,0.724041,-4.53881,0.940812,2043.54,0.000460383,0.0709962
12,0.3,0.300563,0.00368333,6.80013e-06,352.15,1.93103e-08,0.000138791
12,0.3,0.300162,-0.0203215,0.000203706,351.213,5.80007e-07,0.000766754
12,0.3,0.308745,-0.351919,0.0491451,371.584,0.000132258,0.0129092
12,0.3,0.310367,-0.23428,0.0235114,375.499,6.26138e-05,0.00854902
12,0.3,0.314959,-0.0702249,0.00235331,386.693,6.08575e-06,0.00252519
12,0.3,0.464491,1.82503,6.11769,841.032,0.00727402,0.0444989
12,0.3,0.292106,0.0177094,0.000158675,332.614,4.77056e-07,0.000686624
12,0.3,0.300156,7.12549e-05,2.53875e-09,351.199,7.22883e-12,2.68858e-06
12,0.3,0.294281,0.050965,0.00134369,337.584,3.98033e-06,0.0019614
12,0.3,0.307711,-0.319298,0.0413202,369.099,0.000111949,0.0117519
12,0.3,0.299628,0.0229266,0.000266866,349.964,7.62553e-07,0.000866589
12,0.3,0.315451,-0.232312,0.0231477,387.901,5.96744e-05,0.00834057
12,0.3,0.298704,0.013876,9.7167e-05,347.807,2.7937e-07,0.000526114
12,0.3,0.29925,0.134343,0.00987448,349.081,2.8287e-05,0.00508437
12,0.3,0.307627,-0.0174017,0.000149665,368.897,4.05709e-07,0.000640656
12,0.3,0.290064,-0.0525138,0.00133151,327.979,4.05975e-06,0.00205038
12,0.3,0.294944,0.618131,0.291458,339.107,0.000859488,0.0237354
12,0.3,0.303454,-0.0442455,0.000950435,358.957,2.64777e-06,0.00165133
12,0.3,0.290989,0.226169,0.0297803,330.074,9.02233e-05,0.00880263
12,0.3,0.296679,0.0468344,0.00113158,343.109,3.29802e-06,0.00178786
12,0.3,25.7831,1.17488,1.5662,2.59136e+06,6.04396e-07,0.000516076
12,0.3,0.30489,-0.111018,0.00572484,362.363,1.57986e-05,0.00412388
12,0.3,36.0214,-0.831505,0.202574,5.058e+06,4.00503e-08,0.000261433
8,0.01,0.0100001,0.00104475,5.46134e-07,0.010929,4.99712e-05,0.00706657
8,0.01,0.00999976,0.000971032,4.71757e-07,0.0109283,4.31683e-05,0.00656813
8,0.01,0.0100014,-0.00256992,3.29658e-06,0.0109319,0.000301557,0.0173803
8,0.01,0.00999978,0.000152157,1.15771e-08,0.0109284,1.05936e-06,0.0010292
8,0.01,0.00998679,0.00206298,2.13088e-06,0.0109,0.000195494,0.0139723
8,0.01,0.0100197,-0.0050976,1.29487e-05,0.010972,0.00118016,0.0344119
8,0.01,0.0100044,-0.000229328,2.62917e-08,0.0109384,2.40362e-06,0.00155048
8,0.01,0.00996761,-0.00928631,4.28518e-05,0.0108582,0.0039465,0.0630159
8,0.01,0.0100073,0.0104686,5.51796e-05,0.0109448,0.00504164,0.070757
8,0.01,0.0100262,-0.00628621,1.96756e-05,0.0109863,0.00179093,0.0424081
8,0.01,0.01,-0.000352714,6.2189e-08,0.0109289,5.69033e-06,0.00238572
8,0.01,0.0100001,0.000118711,7.0467e-09,0.0109291,6.44765e-07,0.000802941
8,0.01,0.00991012,-0.00816038,3.31153e-05,0.0107333,0.0030853,0.0556967
8,0.01,0.0100004,0.000165843,1.37534e-08,0.0109296,1.25836e-06,0.0011217
8,0.01,0.00997947,-0.0045905,1.05042e-05,0.010884,0.000965099,0.0311136
8,0.01,0.00999724,0.00104671,5.48181e-07,0.0109228,5.01868e-05,0.00708179
8,0.01,0.00999624,-0.00114966,6.60355e-07,0.0109206,6.04686e-05,0.00777914
8,0.01,0.00998877,0.00602919,1.82488e-05,0.0109043,0.00167354,0.0408268
8,0.01,0.0100004,5.16966e-05,1.33631e-09,0.0109298,1.22263e-07,0.000349656
8,0.01,0.0100033,-0.000242509,2.94005e-08,0.010936,2.68842e-06,0.00163977
8,0.01,0.0100017,-0.000157625,1.24214e-08,0.0109327,1.13618e-06,0.00106597
8,0.01,0.00999927,-0.000314421,4.94199e-08,0.0109273,4.52263e-06,0.00212687
8,0.01,0.00999884,-0.00164472,1.35107e-06,0.0109263,0.000123653,0.011126
8,0.01,0.0100012,-0.000193937,1.88034e-08,0.0109314,1.72013e-06,0.00131162
8,0.01,0.00999631,0.00426924,9.1392e-06,0.0109208,0.000836862,0.0288874
8,0.01,0.01,1.0492e-05,5.50413e-11,0.0109289,5.03632e-09,7.09668e-05
8,0.01,0.00999583,0.000404009,8.16337e-08,0.0109197,7.47579e-06,0.00273382
8,0.01,0.0099742,0.00475722,1.13515e-05,0.0108725,0.00104405,0.0322606
8,0.01,0.00996433,-0.0127928,8.11336e-05,0.010851,0.00747704,0.0868392
8,0.01,0.0100001,4.63272e-06,1.07311e-11,0.0109291,9.81883e-10,3.1335e-05
8,0.01,0.0099989,-1.83939e-05,1.69166e-10,0.0109265,1.54822e-08,0.000124428
8,0.01,0.00999979,-5.21868e-05,1.36169e-09,0.0109284,1.24601e-07,0.000352994
8,0.01,0.00998554,0.000991449,4.9181e-07,0.0108973,4.51315e-05,0.00671578
8,0.01,0.00999775,0.00223784,2.5077e-06,0.0109239,0.00022956,0.0151399
8,0.01,0.0100157,-0.0040132,8.03137e-06,0.0109631,0.000732581,0.0271025
8,0.01,0.0100139,-0.00192906,1.85824e-06,0.0109594,0.000169558,0.0130298
8,0.01,0.00999896,-0.000521335,1.35848e-07,0.0109266,1.24328e-05,0.00352663
8,0.01,0.00993934,0.00898293,4.0589e-05,0.0107967,0.0037594,0.0611305
8,0.01,0.00999815,0.000159995,1.28005e-08,0.0109248,1.17169e-06,0.00108239
8,0.01,0.00999206,0.0023592,2.7873e-06,0.0109115,0.000255446,0.0159701
8,0.01,0.0100004,-0.000163518,1.33675e-08,0.0109298,1.22304e-06,0.00110597
8,0.01,0.010016,0.00809705,3.29586e-05,0.0109638,0.00300614,0.0546804
8,0.01,0.00999966,0.000332825,5.53984e-08,0.0109281,5.06935e-06,0.00225127
8,0.01,0.00999189,-0.00133482,8.90083e-07,0.0109111,8.15756e-05,0.00903594
8,0.01,0.00998065,-0.00243906,2.96967e-06,0.0108866,0.000272783,0.0165296
8,0.01,0.00999826,0.00023238,2.70044e-08,0.010925,2.47179e-06,0.00157207
8,0.01,0.0100021,0.0102604,5.29988e-05,0.0109334,0.00484742,0.0693856
8,0.01,0.0100251,-0.00571291,1.62567e-05,0.0109838,0.00148006,0.0385449
8,0.01,0.010007,0.00764208,2.93499e-05,0.0109441,0.00268179,0.0516543
8,0.01,0.00997223,0.00490209,1.20546e-05,0.0108682,0.00110916,0.0332496
8,0.01,0.0099749,0.00200975,2.02226e-06,0.0108741,0.000185971,0.013628
8,0.01,0.0100113,-0.00260797,3.39485e-06,0.0109536,0.00030993,0.0176201
8,0.01,0.0100577,0.0105674,5.62304e-05,0.0110553,0.00508628,0.0710672
8,0.01,0.00999431,0.00179529,1.61347e-06,0.0109164,0.000147802,0.0121501
8,0.01,0.00999938,-0.000363041,6.58835e-08,0.0109275,6.02915e-06,0.00245573
8,0.01,0.0100089,-0.00150109,1.12551e-06,0.0109482,0.000102803,0.0101443
8,0.01,0.0100017,-0.000956563,4.57215e-07,0.0109326,4.18213e-05,0.006469
8,0.01,0.0100042,-0.000325689,5.30251e-08,0.0109381,4.84772e-06,0.00220199
8,0.01,0.00997946,3.86405e-05,7.46562e-10,0.010884,6.85926e-08,0.000261898
8,0.01,0.00998995,0.00972635,4.76088e-05,0.0109069,0.00436502,0.0658543
8,0.01,0.0100009,-0.00169842,1.44069e-06,0.0109308,0.000131801,0.011487
8,0.01,0.01,-0.000733028,2.68534e-07,0.0109289,2.4571e-05,0.00495812
8,0.01,0.0100099,0.0116493,6.83826e-05,0.0109506,0.00624467,0.0787168
8,0.01,0.0100103,-0.00190552,1.81319e-06,0.0109513,0.000165569,0.0128755
8,0.01,0.00999346,0.00147985,1.09605e-06,0.0109146,0.000100421,0.0100161
8,0.01,0.00999872,0.000420616,8.84839e-08,0.0109261,8.09843e-06,0.00284538
8,0.01,0.0100017,-0.000621141,1.92828e-07,0.0109326,1.76379e-05,0.00420062
8,0.01,0.00999926,-0.000399017,7.95861e-08,0.0109272,7.28328e-06,0.00269911
8,0.01,0.00999934,-8.22369e-06,3.38144e-11,0.0109274,3.09446e-09,5.5628e-05
8,0.01,0.0099999,0.00104107,5.42293e-07,0.0109286,4.96214e-05,0.0070418
8,0.01,0.0099887,0.00217111,2.36028e-06,0.0109042,0.000216456,0.0147018
8,0.01,0.0100006,-0.000126478,7.99766e-09,0.0109301,7.31711e-07,0.000855437
8,0.01,0.0100144,-1.14055e-05,6.50425e-11,0.0109605,5.93429e-09,7.70346e-05
8,0.01,0.0100101,0.0125671,7.96303e-05,0.0109508,0.00727162,0.0849171
8,0.01,0.00997963,-0.0138483,9.50064e-05,0.0108844,0.0087287,0.0938595
8,0.01,0.0100001,1.37068e-06,9.3936e-13,0.010929,8.59512e-11,9.27108e-06
8,0.01,0.0100049,-0.000872733,3.8061e-07,0.0109395,3.47923e-05,0.00590021
8,0.01,0.0100215,0.000535247,1.43296e-07,0.0109759,1.30556e-05,0.0036126
8,0.01,0.00999768,0.000360901,6.51405e-08,0.0109238,5.96318e-06,0.00244167
8,0.01,0.00999865,-4.19708e-05,8.80751e-10,0.0109259,8.06113e-08,0.000283925
8,0.01,0.0097955,-0.0261195,0.000335231,0.0104864,0.031968,0.180358
8,0.01,0.0100002,-3.92432e-06,7.70017e-12,0.0109292,7.04549e-10,2.65433e-05
8,0.01,0.0099767,-0.0119807,7.11977e-05,0.010878,0.00654512,0.0812255
8,0.01,0.0099998,-5.66469e-05,1.60438e-09,0.0109284,1.46808e-07,0.000383162
8,0.01,0.0100002,-3.32135e-05,5.51555e-10,0.0109292,5.04662e-08,0.000224649
8,0.01,0.0100053,0.000351115,6.16554e-08,0.0109403,5.63561e-06,0.00237367
8,0.01,0.0100012,0.00100428,5.04622e-07,0.0109315,4.61621e-05,0.006792
8,0.01,0.00999715,0.000173429,1.50406e-08,0.0109226,1.37702e-06,0.0011734
8,0.01,0.0100156,0.000914602,4.18504e-07,0.0109629,3.81745e-05,0.00617667
8,0.01,0.00999903,0.000311323,4.84711e-08,0.0109267,4.43601e-06,0.00210596
8,0.01,0.00999172,0.00339271,5.76826e-06,0.0109108,0.000528676,0.022967
8,0.01,0.0100133,0.00565218,1.60339e-05,0.0109579,0.00146322,0.03818
8,0.01,0.0100115,-0.00186617,1.73912e-06,0.0109541,0.000158764,0.012608
8,0.01,0.010002,-0.000183957,1.69181e-08,0.0109333,1.54739e-06,0.00124402
8,0.01,0.00998337,0.00436963,9.57471e-06,0.0108925,0.000879016,0.029605
8,0.01,0.0100005,-0.000693644,2.4046e-07,0.01093,2.19999e-05,0.00469149
8,0.01,0.00993328,-0.0401823,0.000786005,0.0107835,0.0728896,0.273615
8,0.01,0.0100134,0.00710054,2.53285e-05,0.0109581,0.0023114,0.0479633
8,0.01,0.0100079,0.00885966,3.94794e-05,0.0109462,0.00360667,0.0598784
8,0.01,0.0100001,-5.07408e-05,1.28727e-09,0.0109292,1.17783e-07,0.000343202
8,0.03,0.0298831,0.0215616,0.000235821,0.0975947,0.00241633,0.0488038
8,0.03,0.0300029,-0.00328367,5.37946e-06,0.0983785,5.46813e-05,0.00740278
8,0.03,0.0300174,-0.00180489,1.62685e-06,0.0984736,1.65207e-05,0.00406701
8,0.03,0.0294375,-0.00562599,1.57667e-05,0.0947055,0.000166481,0.012927
8,0.03,0.0298968,0.000543834,1.47931e-07,0.0976842,1.51439e-06,0.00123038
8,0.03,0.03,0.00764264,2.93542e-05,0.0983594,0.000298438,0.0172314
8,0.03,0.0299827,-0.0187934,0.000174399,0.0982461,0.00177512,0.0423968
8,0.03,0.0300143,0.0227993,0.000263889,0.0984534,0.00268035,0.0513797
8,0.03,0.0300679,-0.00635006,2.00765e-05,0.0988055,0.000203192,0.0142847
8,0.03,0.0302433,-0.019856,0.00019454,0.0999619,0.00194614,0.0444078
8,0.03,0.0303232,-0.0199331,0.000196044,0.10049,0.00195087,0.0444629
8,0.03,0.0299982,-0.000293634,4.3102e-08,0.0983478,4.38261e-07,0.000662078
8,0.03,0.0300269,-0.000963012,4.63398e-07,0.0985364,4.70281e-06,0.00216929
8,0.03,0.029853,-0.0132408,8.6889e-05,0.0973978,0.000892104,0.0300002
8,0.03,0.0301858,-0.0150927,0.000112755,0.0995819,0.00113228,0.033819
8,0.03,0.0299592,0.000106645,5.68702e-09,0.0980923,5.79762e-08,0.000240774
8,0.03,0.0298437,-0.0213096,0.00022385,0.0973378,0.00229973,0.048297
8,0.03,0.0299854,-0.000300962,4.52801e-08,0.0982638,4.60802e-07,0.000678892
8,0.03,0.0295582,-0.105041,0.00514527,0.0954843,0.053886,0.240368
8,0.03,0.0299347,0.00194613,1.89616e-06,0.0979319,1.9362e-05,0.00439738
8,0.03,0.0300035,-0.000549914,1.51147e-07,0.0983826,1.53632e-06,0.00123971
8,0.03,0.0299905,0.00714611,2.56554e-05,0.0982976,0.000260997,0.016117
8,0.03,0.0299891,0.0103662,5.4102e-05,0.0982879,0.000550444,0.0233806
8,0.03,0.0299931,-0.00120479,7.2518e-07,0.0983146,7.37612e-06,0.00271699
8,0.03,0.0299446,-0.00460768,1.05828e-05,0.0979964,0.000107992,0.0104079
8,0.03,0.0300877,-0.00155952,1.21478e-06,0.0989358,1.22785e-05,0.00350589
8,0.03,0.0299953,-0.000154974,1.20072e-08,0.098329,1.22112e-07,0.000349464
8,0.03,0.0299913,-0.00274503,3.7607e-06,0.0983026,3.82563e-05,0.00619083
8,0.03,0.0299561,0.00374387,7.02581e-06,0.0980721,7.16393e-05,0.00845344
8,0.03,0.0300164,0.00180769,1.63584e-06,0.0984673,1.66131e-05,0.00407346
8,0.03,0.030146,-0.0045049,1.01167e-05,0.0993195,0.00010186,0.0101077
8,0.03,0.0299926,0.00147853,1.0941e-06,0.098311,1.1129e-05,0.00333437
8,0.03,0.029991,-0.00180347,1.6243e-06,0.098301,1.65237e-05,0.00406739
8,0.03,0.0300688,-0.055318,0.00147477,0.098811,0.0149251,0.124437
8,0.03,0.0299941,-0.00244937,2.99481e-06,0.0983212,3.04595e-05,0.00552352
8,0.03,0.030005,0.000485166,1.17731e-07,0.0983926,1.19654e-06,0.00109369
8,0.03,0.0300009,0.0112683,6.39666e-05,0.0983657,0.000650294,0.0254052
8,0.03,0.0299208,0.00315935,5.00128e-06,0.097841,5.11164e-05,0.00714205
8,0.03,0.0300007,8.77032e-05,3.84615e-09,0.0983641,3.91012e-08,0.000197734
8,0.03,0.0299752,-0.000868483,3.76913e-07,0.0981974,3.83831e-06,0.00195973
8,0.03,0.0300065,-0.0036245,6.55264e-06,0.0984023,6.65904e-05,0.00817016
8,0.03,0.0299343,0.0179682,0.000163375,0.0979291,0.0016683,0.0406007
8,0.03,0.0300806,-0.00341554,5.8197e-06,0.0988887,5.8851e-05,0.00768018
8,0.03,0.0298853,-0.00797521,3.16334e-05,0.0976092,0.000324082,0.0180502
8,0.03,0.0301263,-0.00466545,1.08494e-05,0.0991896,0.000109381,0.0104748
8,0.03,0.0299964,-0.00299847,4.48642e-06,0.0983361,4.56234e-05,0.00676126
8,0.03,0.0300591,-0.00489742,1.19533e-05,0.0987473,0.000121049,0.0110202
8,0.03,0.0299934,0.00712286,2.54884e-05,0.0983164,0.000259248,0.016063
8,0.03,0.0299259,-0.00323043,5.20663e-06,0.0978741,5.31972e-05,0.0073015
8,0.03,0.0300006,0.000111721,6.24123e-09,0.0983633,6.34508e-08,0.000251885
8,0.03,0.0299278,0.0214302,0.000232934,0.0978866,0.00237963,0.0484339
8,0.03,0.0298803,-0.0124032,7.62868e-05,0.0975765,0.000781816,0.0280768
8,0.03,0.0300025,6.29767e-05,1.98311e-09,0.0983761,2.01585e-08,0.000141978
8,0.03,0.0325475,0.137527,0.0103702,0.115773,0.0895736,0.285803
8,0.03,0.0300013,-9.02633e-05,4.07349e-09,0.098368,4.14107e-08,0.000203502
8,0.03,0.0299842,-0.000112207,6.29473e-09,0.0982562,6.40644e-08,0.000253119
8,0.03,0.0299995,0.00233382,2.7276e-06,0.0983567,2.77317e-05,0.00526199
8,0.03,0.0299872,0.000941565,4.43551e-07,0.0982755,4.51334e-06,0.0021238
8,0.03,0.0299942,-0.000553869,1.53329e-07,0.0983217,1.55946e-06,0.00124901
8,0.03,0.029991,-0.00333519,5.54939e-06,0.0983008,5.64532e-05,0.00752189
8,0.03,0.0299661,0.00196694,1.93696e-06,0.0981375,1.97372e-05,0.00443974
8,0.03,0.0301329,-0.00486346,1.17883e-05,0.0992332,0.000118794,0.010917
8,0.03,0.0298814,-0.0243999,0.000292879,0.0975833,0.00300132,0.0552313
8,0.03,0.0301148,0.000894529,4.0033e-07,0.0991136,4.0391e-06,0.00200915
8,0.03,0.0300365,0.0319213,0.000520456,0.0985989,0.00527852,0.0718835
8,0.03,0.0299779,7.87924e-05,3.10428e-09,0.0982149,3.1607e-08,0.000177779
8,0.03,0.0299727,0.000312928,4.8972e-08,0.098181,4.98794e-07,0.00070618
8,0.03,0.0299767,-0.00942948,4.4179e-05,0.0982071,0.000449856,0.0212766
8,0.03,0.0300008,0.00508357,1.29652e-05,0.098365,0.000131807,0.0114613
8,0.03,0.0299836,0.00490525,1.20702e-05,0.0982524,0.000122849,0.0110656
8,0.03,0.029994,0.00050296,1.26527e-07,0.0983203,1.28688e-06,0.00113422
8,0.03,0.0299865,-0.00175446,1.53727e-06,0.0982712,1.56431e-05,0.00395745
8,0.03,0.0298899,0.00553384,1.53683e-05,0.0976394,0.000157398,0.0125227
8,0.03,0.0299922,0.00109712,6.02275e-07,0.0983087,6.12636e-06,0.00247424
8,0.03,0.0300154,-0.00457498,1.04333e-05,0.0984609,0.000105964,0.0103096
8,0.03,0.030044,-0.0183153,0.000165692,0.0986482,0.00167962,0.041234
8,0.03,0.0300456,-0.0145237,0.000104454,0.098659,0.00105874,0.0326961
8,0.03,0.0299468,0.0102761,5.31617e-05,0.0980109,0.000542406,0.0232099
8,0.03,0.0299792,0.011831,7.05402e-05,0.0982236,0.000718159,0.026693
8,0.03,0.0299495,0.0180577,0.000165016,0.098029,0.00168334,0.0407821
8,0.03,0.0301142,-0.0297787,0.000434681,0.0991096,0.00438586,0.0668857
8,0.03,0.0300041,7.36356e-05,2.71123e-09,0.0983868,2.75569e-08,0.000165999
8,0.03,0.0299999,2.11759e-05,2.24212e-10,0.0983587,2.27953e-09,4.77441e-05
8,0.03,0.0299678,-0.00176162,1.54983e-06,0.0981486,1.57907e-05,0.00397608
8,0.03,0.0300141,-0.0410261,0.000818902,0.0984521,0.00831778,0.0924555
8,0.03,0.0298939,0.0180121,0.000164179,0.0976651,0.00168104,0.0407549
8,0.03,0.0299333,-0.00506855,1.28018e-05,0.097923,0.000130733,0.0114532
8,0.03,0.0301054,0.000720667,2.59805e-07,0.0990522,2.62291e-06,0.00161915
8,0.03,0.0300024,-0.000170264,1.44932e-08,0.0983757,1.47325e-07,0.000383851
8,0.03,0.0300193,-0.00894863,3.98009e-05,0.0984863,0.000404126,0.0201629
8,0.03,0.0300093,-0.00379257,7.17362e-06,0.0984209,7.28871e-05,0.00854819
8,0.03,0.0300117,-0.000651867,2.12373e-07,0.0984361,2.15747e-06,0.00146915
8,0.03,0.0298349,0.0265268,0.000358121,0.0972798,0.00368135,0.0601394
8,0.03,0.029917,-0.0117746,6.8779e-05,0.0978163,0.000703145,0.0266211
8,0.03,0.0300512,0.00554441,1.54272e-05,0.0986955,0.000156311,0.0124793
8,0.03,0.0300219,-0.0018393,1.68945e-06,0.0985032,1.71512e-05,0.00414394
8,0.03,0.0300033,-0.000435243,9.46909e-08,0.0983816,9.62486e-07,0.000981206
8,0.03,0.0299857,0.000173569,1.50648e-08,0.0982661,1.53306e-07,0.00039152
8,0.03,0.0301341,-0.0104945,5.46835e-05,0.0992407,0.000551019,0.023556
8,0.03,0.0299905,-0.00220857,2.43531e-06,0.0982975,2.47749e-05,0.00498111
8,0.1,0.0955866,0.0797955,0.0033582,0.998548,0.00336308,0.0564649
8,0.1,0.0999549,0.0255974,0.000333257,1.0919,0.000305208,0.0173216
8,0.1,0.100481,-0.0645744,0.00199731,1.10343,0.00181009,0.0434683
8,0.1,0.0999847,0.0174418,0.000153888,1.09255,0.000140852,0.0117993
8,0.1,0.101563,-0.0797142,0.00301328,1.12732,0.00267296,0.0530881
8,0.1,0.0998825,0.00561378,1.58164e-05,1.09032,1.45062e-05,0.00380158
8,0.1,0.099791,0.0203887,0.000210696,1.08832,0.000193597,0.0138196
8,0.1,0.0998208,-0.00471393,1.10757e-05,1.08897,1.01708e-05,0.00319418
8,0.1,0.100047,-0.010587,5.56482e-05,1.09391,5.08711e-05,0.0071576
8,0.1,0.10005,0.0117758,6.9882e-05,1.09397,6.38791e-05,0.00796112
8,0.1,0.0996744,-0.00128164,8.20599e-07,1.08578,7.55769e-07,0.000869721
8,0.1,0.100003,-4.5679e-05,1.04325e-09,1.09296,9.54519e-10,3.08958e-05
8,0.1,0.100057,-0.0046203,1.06408e-05,1.09414,9.72526e-06,0.00312334
8,0.1,0.100025,0.00103813,5.3923e-07,1.09342,4.93157e-07,0.000702009
8,0.1,0.0984503,0.0222015,0.000250132,1.05928,0.000236135,0.0152533
8,0.1,0.102093,-0.053961,0.00140456,1.1391,0.00123304,0.0357506
8,0.1,0.100396,0.0268088,0.000365843,1.10157,0.000332112,0.0180616
8,0.1,0.101773,0.248983,0.0366552,1.13199,0.0323811,0.165475
8,0.1,0.100581,0.099991,0.00534518,1.10562,0.00483454,0.0672423
8,0.1,0.100035,0.00109331,5.98103e-07,1.09366,5.46882e-07,0.000739245
8,0.1,0.0998228,0.00552015,1.52922e-05,1.08902,1.40422e-05,0.0037404
8,0.1,0.100022,3.29371e-05,5.42437e-10,1.09337,4.96114e-10,2.22734e-05
8,0.1,0.0998956,-0.0171537,0.000145453,1.09061,0.000133369,0.0116147
8,0.1,0.0999545,-8.69442e-05,3.77943e-09,1.09189,3.46136e-09,5.88351e-05
8,0.1,0.0953041,0.111005,0.00663649,0.992655,0.0066856,0.0787819
