exact,lower,upper,var_nu
-3.819458223468864128e-02,-3.819575714890020846e-02,-3.608482645979967096e-02,2.110982696355279825e-03
-7.662940330138220827e-04,-7.662177551027891335e-04,-6.004721985224719056e-04,1.657478256275338126e-04
-8.488281619453376392e-02,-8.488168374564483698e-02,-8.465933922496181319e-02,2.223324794305488075e-04
3.512337966745098829e-03,3.512288591200486698e-03,6.030170875602925730e-03,2.518432984587951236e-03
-3.211323503875744556e-02,-3.211329883108741956e-02,-3.211309266615487712e-02,2.061606104169513367e-07
4.423301825378773977e-02,4.423203679329085203e-02,4.443237539196207009e-02,2.003318781938075947e-04
-5.309365168740568658e-02,-5.309356203878052433e-02,-5.307724031157595029e-02,1.632126427760522349e-05
-7.202951177248916037e-02,-7.202847316634150565e-02,-7.198112165235356907e-02,4.735086256300591730e-05
-6.652501681051777374e-03,-6.652637739297341535e-03,-6.583181110772481914e-03,6.945684624947891922e-05
-9.891430956044595588e-03,-9.891259725624643173e-03,-9.876009664849947495e-03,1.525000511410584970e-05
2.400785947522408523e-03,2.400515056627296369e-03,2.494654999822664559e-03,9.414078922183292280e-05
2.202625662443427959e-03,2.201923798013919863e-03,2.316712695466936062e-03,1.147763921449553969e-04
4.077850628338053340e-02,4.077873723855380411e-02,4.230788101907619059e-02,1.529390129294633423e-03
-1.392162591341749578e-01,-1.392149565789718713e-01,-1.380911076283775907e-01,1.123585953316443009e-03
7.642998588059959908e-02,7.642824877333777300e-02,7.674019611951142517e-02,3.119353672233292200e-04
-1.493930605787637256e-01,-1.493916470546440278e-01,-1.490352225535474529e-01,3.563906211412385902e-04
2.770925308696323836e-02,2.770865025878377699e-02,2.770970931512146615e-02,1.059052314856298403e-06
4.656282412140328245e-03,4.655970694750906705e-03,4.696458623921131482e-03,4.048752216861395132e-05
-8.841075036391227160e-03,-8.841646047485548360e-03,-8.817052098400843599e-03,2.459367560807960938e-05
4.147138753346668767e-03,4.146514701247525775e-03,4.164517077218120311e-03,1.800230692460050286e-05
-2.864518232204326179e-02,-2.864537992362244448e-02,-2.862777244928031012e-02,1.760735097571926810e-05
1.301119121739799118e-03,1.301188444253802146e-03,1.302268055133725582e-03,1.079610420816365807e-06
-3.040820755516052826e-02,-3.040783228770762084e-02,-3.018814838545782683e-02,2.196852835221012584e-04
1.246678128260106941e-03,1.246508480829496782e-03,1.246530743794500634e-03,2.226296305759829040e-08
-1.355937858328631895e-01,-1.355924602902586207e-01,-1.353228778520632891e-01,2.695141034425819148e-04
4.486363546148900566e-02,4.486252427918425989e-02,4.570715664562863267e-02,8.446647897741930543e-04
2.091715833721229600e+00,2.091490135492583224e+00,3.173438083271997279e+00,1.142777233066403220e+00
-1.922371116876978037e-02,-1.922358986595150074e-02,-1.922353688273545705e-02,5.298298279557984443e-08
-3.447614406394937103e-01,-3.449029530688120793e-01,8.937991238729540155e-01,1.392174355927380036e+00
2.514286362077473511e-02,2.514255659483112873e-02,2.514262641918172531e-02,6.981947610421981154e-08
4.520792778701794058e-03,4.520868139866456026e-03,4.753960425050561371e-03,2.330982113152568747e-04
-9.666315787366798040e-04,-9.667337066341882314e-04,-9.367766848655469276e-04,2.995683460564841570e-05
2.424434291443672562e-01,2.424274338492747316e-01,7.838639127742056401e-01,5.084890564781222588e-01
-5.777978144346520000e-04,-5.776921078639639471e-04,-5.743199222179424211e-04,3.372151875089359967e-06
4.470328249675634309e-03,4.470186476710764738e-03,4.470186516280986837e-03,3.956772664784246411e-11
1.187321426930711479e-02,1.187279166905044758e-02,1.326499477784782305e-02,1.392238945778173512e-03
-1.263268639828439219e-02,-1.263288455101777528e-02,-1.262113244880365068e-02,1.175206050391795340e-05
5.353415884430133553e-03,5.353216871647487746e-03,5.363919807617519714e-03,1.070283315199693398e-05
1.317705234470796473e-03,1.317730348119802112e-03,1.317730422918723726e-03,7.479858752527702881e-11
5.892210172546397118e-01,5.892078434316841973e-01,6.061970622880989978e-01,1.695169829466657702e-02
6.140355711945059969e-02,6.140239966000592131e-02,6.262847867154337778e-02,1.226190684568576571e-03
-4.250905898795281218e-02,-4.250897449174053516e-02,-4.250833033933098387e-02,6.441280593755977400e-07
-2.381348542366869010e-03,-2.381649654744419278e-03,-2.341404021531337098e-03,4.024507373563742659e-05
1.696324691690217212e-01,1.696303859455810803e-01,1.727461959647491052e-01,3.116276585373183375e-03
-5.638583857755911401e-03,-5.638991950172212927e-03,-5.503557771234990001e-03,1.354347555754650194e-04
-6.396306147413322203e-05,-6.432163531942359863e-05,-2.130045198836798704e-05,4.302112677141314400e-05
2.320919113563553460e-02,2.320864023037167573e-02,2.323319849442209012e-02,2.455823619523766208e-05
-8.236139968622664675e-03,-8.236448758325503466e-03,-7.997785105887512611e-03,2.386353352441334601e-04
-1.181843210730675053e-02,-1.181887137993549788e-02,-1.181887071245801488e-02,6.674522916173706096e-10
2.432652740866899505e-02,2.432627551777977876e-02,2.438973541636976772e-02,6.345736852315185376e-05
2.048198371507266302e-02,2.048135145080436093e-02,2.048135593051450543e-02,4.479434619313499662e-09
6.119340606579246056e-02,6.119244858126987596e-02,6.165235804589030977e-02,4.598862849882636274e-04
-3.513655645011810099e-03,-3.514194605649920405e-03,-3.115458050167841872e-03,3.985945049682702141e-04
3.089837932841278407e-03,3.089711707906228622e-03,3.091398848815089372e-03,1.687127043651804202e-06
1.430576339141503318e-02,1.430590926272442588e-02,1.453907401943701355e-02,2.331442765329612594e-04
1.090610799387164314e-04,1.086318874365972546e-04,1.106224673322136164e-04,1.990532030675619925e-06
2.563611339123527122e-01,2.563565827149323906e-01,2.579880358420179043e-01,1.630304777130500531e-03
-8.033678211786528245e-02,-8.033475587953721464e-02,-6.604467427537354107e-02,1.418059168956631484e-02
5.870526015772261491e-02,5.870408879949635950e-02,5.968263724963865369e-02,9.785040309349933314e-04
-4.677866688756394942e-03,-4.677662561357461349e-03,-4.677647776461403041e-03,1.478468553090107751e-08
1.290781450609517107e-03,1.290700414140968358e-03,1.321424251326320295e-03,3.072392428193250214e-05
8.436861673669412282e-03,8.436268947780238212e-03,8.476302482707755506e-03,4.003323610026566164e-05
-5.645749915304473093e-03,-5.645870597250609094e-03,-5.133167622590235554e-03,5.127236532786532634e-04
-5.293912451545569609e-02,-5.293906266546039019e-02,-5.246718077484285869e-02,4.718923299924912464e-04
1.308193269407291082e+00,1.308131542544197723e+00,1.588138442980506326e+00,2.828270995367045959e-01
1.360109505526817426e-02,1.360084707455402539e-02,1.360529976516850793e-02,4.452659383431379792e-06
-2.137690528210196145e-02,-2.137717762338168376e-02,-2.135260120483697607e-02,2.457563533618683268e-05
6.539486065393119996e-02,6.539382945406482794e-02,6.568298399565350443e-02,2.891603810911108738e-04
1.834176304125568341e-02,1.834129148579421997e-02,1.836416907117593283e-02,2.287747946905512478e-05
4.756763268978387443e-02,4.756656451416458459e-02,4.757480388345022848e-02,8.239233445265526105e-06
7.875878872221117599e-02,7.875706832216410047e-02,7.930613719632458036e-02,5.489717334275225850e-04
3.721535989905043045e-05,3.708696496057691493e-05,4.137276558729426719e-05,4.285802783171459102e-06
-1.554184890087853266e-01,-1.554167726637111779e-01,-1.551419925437092506e-01,2.746763083948767039e-04
5.823710247745905039e-02,5.823641246830845580e-02,6.008455233591542682e-02,1.847978291317972036e-03
-1.761252699188004033e-04,-1.760529732321895822e-04,-1.760527304578581823e-04,2.427739884182200689e-10
-3.593957557282580900e-02,-3.593962884775446509e-02,-3.441787803290407427e-02,1.521879825984623433e-03
3.004052298985080620e-04,2.994801728931764185e-04,1.104732341615472435e-03,8.053316122337199432e-04
7.226886864680301392e-03,7.226446594782534941e-03,7.226770508219252688e-03,3.239131438735500145e-07
-5.005806513845502837e-04,-5.007270337573418301e-04,-4.856195551245882924e-04,1.510746642177839347e-05
2.114535761670913692e-03,2.114306565390623033e-03,2.315061882599323689e-03,2.007518895893815316e-04
2.047043520564754190e-03,2.046546193378494423e-03,2.135700624276761720e-03,8.915524303253789730e-05
-7.925201647244769707e-03,-7.926404622837363023e-03,-5.918580777919886168e-03,2.007377118991390385e-03
9.908590897710510201e-03,9.908038898343449197e-03,9.909180173063658961e-03,1.141215711602655369e-06
5.393579791405137512e-04,5.388779839469769531e-04,5.708915965970287436e-04,3.201364774671151337e-05
-1.323931574492236314e-02,-1.323899974812179151e-02,-1.271142799896410672e-02,5.275418593351479312e-04
-8.864766806257797990e-03,-8.864752219508546804e-03,-8.863708273226182655e-03,1.043944090175649781e-06
-2.071265648805490148e-02,-2.071300075716667535e-02,-2.068323927621054659e-02,2.976124665794701918e-05
-3.604658342090356210e-02,-3.604602166195526591e-02,-3.597921106044005279e-02,6.680227328936733436e-05
-1.968229247209870442e-02,-1.968286865055108442e-02,-1.890835277844608864e-02,7.744932711213995411e-04
-5.793853162494996747e-05,-5.808032836695236912e-05,-5.804763603346728971e-05,3.269226681063781220e-08
2.072474576387784220e-02,2.072423969358666573e-02,2.079037870994544096e-02,6.613906140083557238e-05
2.312193376809940082e-02,2.312124728244810412e-02,2.312776709452481899e-02,6.519740147072600535e-06
-1.532309241192876363e-02,-1.532299661766496277e-02,-1.525422266214957780e-02,6.877451352065822271e-05
1.570022494210687692e-03,1.569825358248031020e-03,1.606972308638947213e-03,3.714677931645992255e-05
-1.139956544538992311e+00,-1.140018539521101326e+00,2.194263891241090836e-01,1.532429549389668022e+00
1.325269807379803435e-03,1.325142205473240492e-03,1.330985542516887991e-03,5.843322909252507735e-06
-6.592798136833905726e-03,-6.593003115910339544e-03,-6.590647938301687041e-03,2.355149174380076373e-06
-1.164729851734663257e-01,-1.164713165037170456e-01,-1.159917711830757703e-01,4.794305886796032556e-04
-7.554517959639733826e-02,-7.554435307435432290e-02,-7.322195197326350491e-02,2.321910654291563583e-03
-1.999778110993528230e-02,-1.999750225102015985e-02,-1.981931048896612771e-02,1.781852718896857356e-04
7.588043428918156419e-01,7.587797217480503065e-01,9.064130114153979845e-01,1.495781658523175350e-01
6.099036202034737418e-03,6.098704029920081968e-03,6.104236623283547034e-03,5.532019304416516035e-06
5.477325628953240818e-05,5.446594291892814630e-05,6.188217562981932374e-05,7.416233773445865271e-06
1.812699999351866445e-02,1.812622714069671986e-02,1.824621014797572077e-02,1.199822062602102233e-04
-3.311549500908331917e-02,-3.314353224954338234e-02,3.874338389138146793e-02,7.222764650553865906e-02
7.779241485410304940e-03,7.779172760493419103e-03,7.874409161005220190e-03,9.523642399302280066e-05
-7.614482511222682437e-02,-7.614425958048609555e-02,-7.496964093422141262e-02,1.174381463379930296e-03
4.717966494465522000e-03,4.717443955704728881e-03,4.717502838295867772e-03,5.888257578033256236e-08
4.510570453038749428e-02,4.510458965218790139e-02,4.530046773579926578e-02,1.958771219095110862e-04
-5.655329772588937876e-03,-5.655975403127797355e-03,-5.639570485294068819e-03,1.640345240615176807e-05
-1.642617343311126438e-02,-1.642650151482307960e-02,-1.604235571398672164e-02,3.841458672797190858e-04
2.088790970746313425e-01,2.088752379350977406e-01,2.098928144190662093e-01,1.017020166279779215e-03
-1.428430756355565656e-02,-1.428444705986032376e-02,-1.428444383449831850e-02,3.225234765426089074e-09
7.628729450763123421e-02,7.628558579432911935e-02,7.672672350614810621e-02,4.410224141015959025e-04
1.592361122888418315e-02,1.592308249204647114e-02,1.595143912504793163e-02,2.835650691918487903e-05
2.309361943854143284e+00,2.308827623570100851e+00,4.557572861496913319e+00,2.651378567846355949e+00
-2.598639707154973971e-02,-2.598640172430085812e-02,-1.487241528502008386e-02,1.112540943134737378e-02
1.029626581854945488e+00,1.029436912581987551e+00,3.686603091812765243e+00,3.563720759581567421e+00
