force_rmse_meVA,energy_rmse_kT,dV_sd_on_paths_kT,bracket_lower,bracket_upper,first_order,per_path,basinB_minus_basinA_offset_kT,series_law,sd_lower,sd_upper,sd_series
1.723245880974318993e+02,0.000000000000000000e+00,1.877319824014157090e+00,-1.839153069466601842e+00,1.915955325646754748e+00,2.712364415336562473e+00,-1.084223748339707249e+00,1.535261056797701418e+00,2.088176189641853586e+00,5.569245380229568276e-01,5.156152375692589773e-01,1.479655595386888678e-01
1.651600008538893576e+02,0.000000000000000000e+00,1.611357687456600907e+00,-1.465375101882507192e+00,nan,1.442962963671180932e+00,-1.950140640945151604e-01,1.211723678671301485e+00,1.121071170352818669e+00,1.599277884138903816e-01,4.102419163601068730e-01,1.706643507388726777e-01
1.846660601668209267e+02,0.000000000000000000e+00,1.907746565922767479e+00,-3.872292171225637070e+00,1.825151881971093903e+00,2.632445367212502330e+00,7.465932953956179174e-01,2.014421398034583088e+00,1.819726229945936691e+00,8.616651575196095925e-01,5.158946049646596643e-01,1.518403856350757919e-01
1.572665253282946480e+02,0.000000000000000000e+00,1.398309751966803072e+00,-1.405757682643382411e+00,6.917988865529658415e-01,1.327755148607565605e+00,1.052280136678923061e-01,9.182036852321596720e-01,1.121713345309202081e+00,3.420120755274361768e-01,6.588082842365775571e-01,1.409596037782112066e-01
2.031691397298075970e+02,0.000000000000000000e+00,1.689634847539164264e+00,-1.267826424431195198e+00,1.666587798620033034e+00,2.210927088867059354e+00,nan,1.649851934331740599e+00,1.572354529655454414e+00,2.256470226768573228e-01,5.496889436760058478e-01,1.313067759511571120e-01
1.544904291808577455e+02,0.000000000000000000e+00,1.283913385193381940e+00,-1.371188960603923590e+00,-1.682277823193819577e-01,8.259845795299833870e-01,-5.486168359069160116e-01,5.391495622739129745e-01,4.438426504606240997e-01,1.547806974538749325e-01,9.130964058041231013e-01,1.237392328570108696e-01
