T_K,n_path,n_eq,mean_x_path,sd_x_path,sd_x_eq,lower,upper,series,first,sd_lower,sd_upper,sd_series,sd_first
1.000000000000000000e+03,1.310000000000000000e+02,8.000000000000000000e+01,8.576788873007765712e-01,2.458975056303143170e+00,2.049730405975288772e+00,-2.437238908381282432e+00,3.430727516155464230e+00,2.476981232313004710e+00,-8.576788873007776814e-01,6.644908772243989237e-01,3.995282245104291863e-01,3.991250462140377708e-01,3.027478871242602065e-01
