round,n_labels,force_rmse_meVA,bracket_width_oracle,frac_selected_in_barrier_window
0.000000000000000000e+00,1.500000000000000000e+03,1.459614664943169373e+02,1.860239387111731979e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.750000000000000000e+03,1.451034920368498717e+02,1.905058807956561795e+00,1.239999999999999991e-01
2.000000000000000000e+00,2.000000000000000000e+03,1.309405591372761251e+02,1.502970265403655192e+00,1.439999999999999891e-01
3.000000000000000000e+00,2.250000000000000000e+03,1.258099791463615702e+02,1.247380242784295490e+00,1.466666666666666674e-01
