ns,ny,mobility,winding,mean,variance,chi,curvature,curvature_fd,fd_error,amplitude,exact_log_capacity,lower,upper,quadratic,response_lower,response_upper,tight_lower,tight_upper,frozen_width,response_width,series_upper,parallel_lower,series_parallel_width,gap_identity_error
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,0.0,2.2204460492503128e-16,-2.4424906541753412e-15,2.4424906541753412e-15,0.0,-2.2204460492503128e-16,0.0,-2.2204460492503128e-16,0.0,4.8849813083506825e-15,2.2204460492503128e-16,-0.0,0.0,-0.0,2.6645352590889234e-15
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,0.125,0.0005763358336508602,-0.0017284227206669383,0.0017284227206669383,0.0005769214641532903,0.0005761622252523676,0.0005765668789271111,0.0005761622252523676,0.0005765668789271111,0.0034568454413338766,4.0465367474352976e-07,0.0017261440386146247,0.0005752164452553062,0.0011509275933593187,5.833007687972014e-16
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,0.25,0.0022983460771018593,-0.006911571179492097,0.006911571179492097,0.002307685856613153,0.00229541217398088,0.0023020515369084667,0.00229541217398088,0.0023020515369084667,0.013823142358984193,6.639362927586545e-06,0.006875311905481233,0.002293880041949119,0.004581431863532114,4.961309141293668e-16
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,0.375,0.005145264032748899,-0.015543061671504143,0.015543061671504143,0.005192293177379589,0.005129088639287072,0.005164098839800282,0.005129088639287072,0.005164098839800282,0.031086123343008285,3.501020051321045e-05,0.015361158100019718,0.005135258675098363,0.010225899424921355,4.440892098500626e-16
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,0.5,0.009083215101086253,-0.02761217470741891,0.02761217470741891,0.009230743426452597,0.009026209103262907,0.00914309282078728,0.009026209103262907,0.00914309282078728,0.05522434941483782,0.00011688371752437317,0.027044446372284123,0.009065535436651811,0.017978910935632312,4.128641872824801e-16
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,0.625,0.014066275065118131,-0.043103741927598895,0.043103741927598895,0.014423036603832177,0.013908497546755962,0.014213620732645874,0.013908497546755962,0.014213620732645874,0.08620748385519779,0.000305123185889912,0.04173955689191724,0.014038866867423753,0.027700690024493484,6.245004513516506e-16
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,0.75,0.02003786320742976,-0.061998001100221974,0.061998001100221974,0.020769172709518332,0.01966312791552849,0.020346524638818326,0.01966312791552849,0.020346524638818326,0.12399600220044395,0.0006833967232898371,0.05922268219329938,0.019998775794481838,0.039223906398817544,1.4779844015322396e-15
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,0.875,0.02693239193453347,-0.08427043149697258,0.08427043149697258,0.028269151743511058,0.026132909850498695,0.027511545873348642,0.026132909850498695,0.027511545873348642,0.16854086299394516,0.0013786360228499467,0.0792409844723743,0.026879800273187853,0.05236118419918645,1.790234627208065e-15
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,1.0,0.03467708512182645,-0.10989158406280809,0.10989158406280809,0.03692297370581036,0.03310361002076925,0.035680573371552574,0.03310361002076925,0.035680573371552574,0.21978316812561619,0.0025769633507833206,0.10152199249651644,0.03460931069959206,0.06691268179692439,8.187894806610529e-16
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,1.125,0.04319387516465334,-0.13882692200567184,0.13882692200567184,0.04673063859641623,0.04028812839305091,0.044831514387190685,0.04028812839305091,0.044831514387190685,0.2776538440113437,0.0045433859941397745,0.12578260924072554,0.04310940497790012,0.08267320426282543,3.885780586188048e-16
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,1.25,0.05240129317777838,-0.17103668765740968,0.17103668765741004,0.057692146415328674,0.04730737973869374,0.05495281444899619,0.04730737973869374,0.05495281444899619,0.34207337531481974,0.007645434710302448,0.1517372501524123,0.05229879615137548,0.09943845400103682,1.6237011735142914e-15
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,1.375,0.062216276721347115,-0.20647581069565343,0.2064758106956536,0.06980749716254768,0.05366803544048369,0.06604866063769266,0.05366803544048369,0.06604866063769266,0.41295162139130703,0.01238062519720897,0.1791048023076745,0.062094616915603605,0.11701018539207089,3.469446951953614e-15
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,1.5,0.07255583323253657,-0.24509387113250572,0.2450938711325059,0.08307669083807327,0.05873785333932218,0.07814490528366237,0.05873785333932218,0.07814490528366237,0.4901877422650116,0.01940705194434019,0.20761425738213166,0.07241407930453522,0.13520017807759643,1.4710455076283324e-15
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,1.625,0.08333851325481294,-0.28683512799653116,0.2868351279965313,0.09749972744190544,0.061720274882481475,0.09129574140973631,0.061720274882481475,0.09129574140973631,0.5736702559930624,0.02957546652725484,0.2370090066845144,0.08317594380824195,0.15383306287627246,3.0531133177191805e-15
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,1.75,0.09448566392497441,-0.33163862153919815,0.33163862153919815,0.11307660697404417,0.06163139438510343,0.10559114024303812,0.06163139438510343,0.10559114024303812,0.6632772430783963,0.04395974585793469,0.26704988529075324,0.09430176858416486,0.17274811670658838,8.049116928532385e-16
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,1.875,0.10592244861877155,-0.37943835330254017,0.37943835330254044,0.12980732943448947,0.05728430868619892,0.12116501629533101,0.05728430868619892,0.12116501629533101,0.7588767066050806,0.06388070760913209,0.2975171139761043,0.10571692487522942,0.19180018910087487,5.6066262743570405e-15
161,64,0.001,0,-3.183057921145141e-17,0.22126068296905327,0.33312456053941325,0.07384594741162065,0.07384402639297731,1.9210186433388232e-06,2.0,0.1175786321578446,-0.43016354472803,0.4301635447280301,0.14769189482324135,0.04728801494162891,0.1382040059912006,0.04728801494162891,0.1382040059912006,0.8603270894560601,0.09091599104957171,0.32821131719524665,0.11735137823883872,0.21085993895640792,1.7208456881689926e-15
