exact,signed,signedhat,absexact,squared
-0.000938946,-0.000892109,-0.000986658,0.000938946,0.651838
-0.0431689,-0.0427802,-0.043558,0.0431689,28.9385
0.141748,0.141378,0.142114,0.141748,12.1395
0.590377,1.12531,0.287079,0.590377,1141.62
0.00556331,0.00585081,0.00527668,0.00556331,23.9305
-0.0858461,-0.0859129,-0.0857772,0.0858461,13.3641
0.0171096,0.0173265,0.0168923,0.0171096,28.7973
0.000581567,0.000593822,0.000568633,0.000581567,0.0901206
-0.0991183,-0.0997325,-0.0985023,0.0991183,14.0649
-0.0147462,-0.0148419,-0.0146502,0.0147462,1.28036
0.0237498,0.0238108,0.0236877,0.0237498,6.13536
-0.00852949,-0.00806391,-0.00899127,0.00852949,22.8881
0.0257207,0.0257024,0.025738,0.0257207,2.01782
0.000121189,0.000132819,0.000108625,0.000121189,0.482541
0.00130072,0.0013299,0.00127087,0.00130072,6.5011
0.00884818,0.00909806,0.0086006,0.00884818,15.8868
0.0471241,0.0471064,0.047141,0.0471241,11.0331
-0.0395099,-0.0407996,-0.0382204,0.0395099,5.6414
-0.0681041,-0.0680001,-0.0682087,0.0681041,26.6816
-0.124381,-0.12508,-0.123679,0.124381,14.3378
-0.00551707,-0.00549161,-0.00554189,0.00551707,3.88798
-0.00183394,-0.00183958,-0.00182875,0.00183394,0.679299
0.0102888,0.0102722,0.010305,0.0102888,0.0369958
0.0437139,0.0437542,0.043673,0.0437139,2.78123
0.0389686,0.0604475,0.0180035,0.0389686,347.811
0.00512767,0.00513651,0.00511807,0.00512767,0.00953933
-0.0448689,-0.04452,-0.0452195,0.0448689,16.1233
0.00105912,0.00108978,0.00102743,0.00105912,8.26655
-0.0477214,-0.0489288,-0.0465123,0.0477214,1.40977
0.317216,0.319632,0.314727,0.317216,46.8449
-0.0617579,-0.0615958,-0.0619211,0.0617579,14.3286
-0.0070419,-0.00702662,-0.00705806,0.0070419,1.5193
-0.00554814,-0.0056076,-0.00548841,0.00554814,6.67557
-0.0168435,-0.017031,-0.0166551,0.0168435,2.58797
-0.00297408,-0.00291674,-0.00303169,0.00297408,16.4357
-0.0253774,-0.0252718,-0.0254831,0.0253774,7.84414
-0.00476636,-0.00473658,-0.00479624,0.00476636,0.752295
0.0038976,0.00391997,0.00387528,0.0038976,0.726778
-0.000686399,-0.000666643,-0.000706859,0.000686399,5.17212
0.0557382,0.055859,0.0556163,0.0557382,9.82014
0.0700544,0.0674333,0.072667,0.0700544,7.03971
-0.0931569,-0.10018,-0.0861603,0.0931569,9.47328
0.00274832,0.00279585,0.00270075,0.00274832,0.473142
0.00504334,0.00507151,0.0050132,0.00504334,6.15951
-0.000745897,-0.00073173,-0.00076107,0.000745897,0.399006
-0.0407634,-0.041066,-0.0404601,0.0407634,3.33873
-0.00336988,-0.0033509,-0.00338967,0.00336988,11.5134
0.00112005,0.00114429,0.00109575,0.00112005,2.27449
0.00726234,0.00730935,0.00721471,0.00726234,2.52833
-0.037199,-0.0349103,-0.0394828,0.037199,128.689
0.0163822,0.016318,0.0164452,0.0163822,16.255
0.00348437,0.00366298,0.00330818,0.00348437,12.3249
-0.00833096,-0.00829244,-0.00837031,0.00833096,2.51355
-0.102562,-0.112589,-0.0925972,0.102562,13.4811
-0.00193796,-0.00190148,-0.00197482,0.00193796,7.36359
0.0203095,0.0201473,0.0204707,0.0203095,0.78423
-0.144757,-0.144406,-0.145103,0.144757,17.122
-0.146425,-0.143988,-0.148733,0.146425,68.5344
0.166076,0.164228,0.167917,0.166076,14.0324
0.0834531,0.0834366,0.0834697,0.0834531,11.0644
0.00733708,0.00735391,0.00731931,0.00733708,0.510889
-0.0484588,-0.0488607,-0.0480564,0.0484588,6.32696
0.00104117,0.0012279,0.000850837,0.00104117,16.8359
0.0122558,0.0122333,0.0122773,0.0122558,0.242562
-0.00234897,-0.00231182,-0.00238614,0.00234897,1.55469
0.00900849,0.00899684,0.00901975,0.00900849,0.070492
-0.00249759,-0.00248122,-0.00251495,0.00249759,3.03683
-0.00523502,-0.00521526,-0.00525525,0.00523502,2.57028
-0.07681,-0.0767419,-0.0768783,0.07681,12.8471
0.00891109,0.0090227,0.00879815,0.00891109,9.6365
-0.00802005,-0.00804257,-0.00799864,0.00802005,0.0200884
0.00227732,0.00230143,0.00225328,0.00227732,2.83903
-0.0281581,-0.0282196,-0.0280976,0.0281581,6.26204
0.0376428,0.0370103,0.0382722,0.0376428,0.460071
-0.0529625,-0.0548623,-0.0510632,0.0529625,22.9288
0.0152345,0.0150578,0.0154086,0.0152345,4.87699
0.00130962,0.00133393,0.0012849,0.00130962,5.22073
-0.0671871,-0.0664795,-0.0678929,0.0671871,29.4292
-0.00192804,-0.00190874,-0.00194827,0.00192804,7.10753
-0.0180208,-0.0182528,-0.0177881,0.0180208,3.16359
0.0358652,0.0341809,0.0375443,0.0358652,7.55565
0.045245,0.0464668,0.0440086,0.045245,32.1935
0.000508553,0.000512355,0.000504573,0.000508553,3.63323
0.0101796,0.0102318,0.0101263,0.0101796,2.99603
-0.0160092,-0.0159543,-0.0160652,0.0160092,11.4994
0.0157337,0.0160494,0.015422,0.0157337,22.7361
0.000156995,0.000237347,7.60783e-05,0.000156995,14.0204
-0.101357,-0.0986728,-0.103962,0.101357,65.4435
