x,V,Vhat_saddle,dV_saddle,Vhat_wiggle,dV_wiggle,Vhat_slope,dV_slope,Vhat_well,dV_well,Vhat_wells,dV_wells,Vhat_ripple,dV_ripple
1.23322,3.25525,3.25525,1.4724e-14,3.25525,8.79584e-14,3.25525,1.18826e-06,3.2705,0.0152442,3.26603,0.0107793,3.26156,0.00630902
1.24283,3.55937,3.55937,8.67899e-15,3.55937,5.22504e-14,3.55937,8.67095e-07,3.57314,0.0137711,3.56911,0.00973766,3.56617,0.0068023
1.25243,3.87958,3.87958,5.09483e-15,3.87958,3.09097e-14,3.87958,6.30142e-07,3.89197,0.0123895,3.88834,0.00876068,3.88663,0.00704526
1.26204,4.21621,4.21621,2.97858e-15,4.21621,1.82093e-14,4.21621,4.56068e-07,4.22731,0.0111008,4.22406,0.00784947,4.22324,0.00702896
1.27165,4.56957,4.56957,1.73423e-15,4.56957,1.06828e-14,4.56957,3.2873e-07,4.57948,0.00990549,4.57658,0.00700424,4.57633,0.00675399
1.28125,4.94,4.94,1.0056e-15,4.94,6.24122e-15,4.94,2.35976e-07,4.9488,0.0088027,4.94622,0.00622445,4.94623,0.00623047
1.29086,5.3278,5.3278,5.80712e-16,5.3278,3.6312e-15,5.3278,1.687e-07,5.3356,0.00779066,5.33331,0.00550883,5.33328,0.00547768
1.30047,5.73333,5.73333,3.33976e-16,5.73333,2.1039e-15,5.73333,1.20111e-07,5.74019,0.00686676,5.73818,0.00485553,5.73785,0.00452331
1.31007,6.1569,6.1569,1.91289e-16,6.1569,1.21393e-15,6.1569,8.51659e-08,6.16292,0.00602764,6.16116,0.00426219,6.1603,0.00340248
1.31968,6.59884,6.59884,1.09114e-16,6.59884,6.97524e-16,6.59884,6.01408e-08,6.60411,0.00526942,6.60257,0.00372604,6.601,0.00215644
1.32929,7.0595,7.0595,6.19858e-17,7.0595,3.99135e-16,7.0595,4.22952e-08,7.06409,0.00458771,7.06274,0.003244,7.06033,0.000831043
1.33889,7.53921,7.53921,3.50689e-17,7.53921,2.27445e-16,7.53921,2.96232e-08,7.54319,0.00397785,7.54202,0.00281276,7.53869,-0.000524935
1.3485,8.03832,8.03832,1.97592e-17,8.03832,1.29071e-16,8.03832,2.06629e-08,8.04175,0.00343494,8.04074,0.00242887,8.03645,-0.0018616
1.35811,8.55716,8.55716,1.10876e-17,8.55716,7.29424e-17,8.55716,1.43539e-08,8.56011,0.00295399,8.55924,0.00208879,8.55403,-0.00312975
1.36771,9.09608,9.09608,6.19617e-18,9.09608,4.10513e-17,9.09608,9.93043e-09,9.09861,0.00252998,9.09786,0.00178897,9.09179,-0.00428273
1.37732,9.65543,9.65543,3.44848e-18,9.65543,2.30076e-17,9.65543,6.84201e-09,9.65758,0.00215797,9.65695,0.00152591,9.65015,-0.00527811
1.38692,10.2356,10.2356,1.9114e-18,10.2356,1.28414e-17,10.2356,4.69482e-09,10.2374,0.00183312,10.2369,0.00129621,10.2295,-0.00607925
1.39653,10.8368,10.8368,1.0551e-18,10.8368,7.13762e-18,10.8368,3.20828e-09,10.8384,0.0015508,10.8379,0.00109658,10.8302,-0.00665668
1.40614,11.4596,11.4596,5.80036e-19,11.4596,3.95086e-18,11.4596,2.18346e-09,11.4609,0.00130659,11.4605,0.000923899,11.4526,-0.00698914
1.41574,12.1042,12.1042,3.17566e-19,12.1042,2.17785e-18,12.1042,1.47991e-09,12.1053,0.00109633,12.1049,0.000775223,12.0971,-0.00706441
1.42535,12.771,12.771,1.73154e-19,12.771,1.19554e-18,12.771,9.98953e-10,12.7719,0.000916142,12.7716,0.00064781,12.7641,-0.0068797
1.43496,13.4603,13.4603,9.40265e-20,13.4603,6.53579e-19,13.4603,6.71543e-10,13.4611,0.000762435,13.4609,0.000539123,13.4539,-0.00644183
1.44456,14.1726,14.1726,5.08494e-20,14.1726,3.55821e-19,14.1726,4.49595e-10,14.1733,0.000631919,14.1731,0.000446834,14.1669,-0.00576689
1.45417,14.9082,14.9082,2.73868e-20,14.9082,1.92915e-19,14.9082,2.99769e-10,14.9088,0.000521601,14.9086,0.000368828,14.9034,-0.00487974
1.46378,15.6675,15.6675,1.46898e-20,15.6675,1.04159e-19,15.6675,1.99054e-10,15.6679,0.00042878,15.6678,0.000303193,15.6637,-0.00381301
1.47338,16.4508,16.4508,7.84706e-21,16.4508,5.60056e-20,16.4508,1.31636e-10,16.4512,0.000351034,16.4511,0.000248219,16.4482,-0.00260597
1.48299,17.2586,17.2586,4.17463e-21,17.2586,2.99892e-20,17.2586,8.66957e-11,17.2588,0.000286209,17.2588,0.00020238,17.2573,-0.00130302
1.4926,18.0911,18.0911,2.21181e-21,18.0911,1.59919e-20,18.0911,5.68642e-11,18.0913,0.0002324,18.0913,0.000164331,18.0911,4.78725e-05
1.5022,18.9488,18.9488,1.16707e-21,18.9488,8.49246e-21,18.9488,3.71449e-11,18.949,0.000187935,18.9489,0.00013289,18.9502,0.00139701
1.51181,19.8321,19.8321,6.13286e-22,19.8321,4.49127e-21,19.8321,2.41645e-11,19.8322,0.000151355,19.8322,0.000107024,19.8348,0.00269473
1.52141,20.7413,20.7413,3.20959e-22,20.7413,2.36541e-21,20.7413,1.56558e-11,20.7414,0.000121396,20.7414,8.58401e-05,20.7452,0.00389329
1.53102,21.6768,21.6768,1.67284e-22,21.6768,1.24064e-21,21.6768,1.01016e-11,21.6769,9.69689e-05,21.6769,6.85674e-05,21.6818,0.00494858
1.54063,22.6391,22.6391,8.68316e-23,22.6391,6.48014e-22,22.6391,6.49121e-12,22.6392,7.71398e-05,22.6391,5.45461e-05,22.6449,0.00582176
1.55023,23.6284,23.6284,4.48869e-23,23.6284,3.37075e-22,23.6284,4.15412e-12,23.6285,6.11144e-05,23.6285,4.32144e-05,23.6349,0.0064807
1.55984,24.6453,24.6453,2.3109e-23,24.6453,1.74611e-22,24.6453,2.64759e-12,24.6454,4.822e-05,24.6454,3.40967e-05,24.6522,0.00690115
1.56945,25.6901,25.6901,1.18484e-23,25.6901,9.00776e-23,25.6901,1.68052e-12,25.6901,3.78904e-05,25.6901,2.67926e-05,25.6972,0.00706764
1.57905,26.7632,26.7632,6.05006e-24,26.7632,4.6277e-23,26.7632,1.06231e-12,26.7632,2.96518e-05,26.7632,2.0967e-05,26.7702,0.00697404
1.58866,27.865,27.865,3.07664e-24,27.865,2.36765e-23,27.865,6.68777e-13,27.865,2.31095e-05,27.865,1.63409e-05,27.8716,0.0066238
1.59827,28.9959,28.9959,1.55816e-24,28.9959,1.20634e-23,28.9959,4.19303e-13,28.9959,1.7937e-05,28.9959,1.26834e-05,29.0019,0.00602981
1.60787,30.1563,30.1563,7.85901e-25,30.1563,6.12109e-24,30.1563,2.61815e-13,30.1563,1.38652e-05,30.1563,9.80419e-06,30.1615,0.00521392
1.61748,31.3466,31.3466,3.94767e-25,31.3466,3.09307e-24,31.3466,1.62809e-13,31.3466,1.06739e-05,31.3466,7.54758e-06,31.3508,0.00420616
