s,eta,winding,error
0.01,0.375,2,-0.0
0.01,0.390625,2,-0.0
0.01,0.40625,2,-0.0
0.01,0.421875,2,-0.0
0.01,0.4375,2,-0.0
0.01,0.453125,2,-0.0
0.01,0.46875,2,-0.0
0.01,0.484375,2,-0.0
0.01,0.5,2,-0.0
0.01,0.515625,2,-0.0
0.01,0.53125,2,-0.0
0.01,0.546875,2,-0.0
0.01,0.5625,2,-0.0
0.01,0.578125,2,-0.0
0.01,0.59375,2,-0.0
0.01,0.609375,2,-0.0
0.01,0.625,2,-0.0
0.01,0.640625,2,-0.0
0.01,0.65625,2,-0.0
0.01,0.671875,2,-0.0
0.01,0.6875,2,-0.0
0.01,0.703125,2,-0.0
0.01,0.71875,2,-0.0
0.01,0.734375,2,0.0
0.01,0.75,2,0.0
0.01,0.765625,2,0.0
0.01,0.78125,2,0.0
0.01,0.796875,2,0.0
0.01,0.8125,2,0.0
0.01,0.828125,2,0.0
0.01,0.84375,2,0.0
0.01,0.859375,2,0.0
0.01,0.875,2,0.0
0.01,0.890625,2,0.0
0.01,0.90625,2,0.0
0.01,0.921875,2,0.0
0.01,0.9375,2,0.0
0.01,0.953125,2,0.0
0.01,0.96875,2,0.0
0.01,0.984375,2,0.0
0.01,1.0,2,0.0
0.02,0.0,2,0.0
0.02,0.015625,2,0.0
0.02,0.03125,2,0.0
0.02,0.046875,2,0.0
0.02,0.0625,2,0.0
0.02,0.078125,2,0.0
0.02,0.09375,2,0.0
0.02,0.109375,2,0.0
0.02,0.125,2,0.0
0.02,0.140625,2,0.0
0.02,0.15625,2,0.0
0.02,0.171875,2,0.0
0.02,0.1875,2,0.0
0.02,0.203125,2,0.0
0.02,0.21875,2,-0.0
0.02,0.234375,2,-0.0
0.02,0.25,2,-0.0
0.02,0.265625,2,-0.0
0.02,0.28125,2,-0.0
0.02,0.296875,2,-0.0
0.02,0.3125,2,-0.0
0.02,0.328125,2,-0.0
0.02,0.34375,2,-0.0
0.02,0.359375,2,-0.0
0.02,0.375,2,-0.0
0.02,0.390625,2,-0.0
0.02,0.40625,2,-0.0
0.02,0.421875,2,-0.0
0.02,0.4375,2,-0.0
0.02,0.453125,2,-0.0
0.02,0.46875,2,-0.0
0.02,0.484375,2,-0.0
0.02,0.5,2,-0.0
0.02,0.515625,2,-0.0
0.02,0.53125,2,-0.0
0.02,0.546875,2,-0.0
0.02,0.5625,2,-0.0
0.02,0.578125,2,-0.0
0.02,0.59375,2,-0.0
0.02,0.609375,2,-0.0
0.02,0.625,2,-0.0
0.02,0.640625,2,-0.0
0.02,0.65625,2,-0.0
0.02,0.671875,2,-0.0
0.02,0.6875,2,-0.0
0.02,0.703125,2,-0.0
0.02,0.71875,2,0.0
0.02,0.734375,2,0.0
0.02,0.75,2,0.0
0.02,0.765625,2,0.0
0.02,0.78125,2,0.0
0.02,0.796875,2,0.0
0.02,0.8125,2,0.0
0.02,0.828125,2,0.0
0.02,0.84375,2,0.0
0.02,0.859375,2,0.0
0.02,0.875,2,0.0
0.02,0.890625,2,0.0
0.02,0.90625,2,0.0
0.02,0.921875,2,0.0
0.02,0.9375,2,0.0
0.02,0.953125,2,0.0
0.02,0.96875,2,0.0
0.02,0.984375,2,0.0
0.02,1.0,2,0.0
0.03,0.0,2,3.3208835654786245e-10
0.03,0.015625,2,3.1760166466696617e-10
0.03,0.03125,2,3.0005629513659645e-10
0.03,0.046875,2,2.7962121945660543e-10
0.03,0.0625,2,2.564932385767401e-10
0.03,0.078125,2,2.3089508759591388e-10
0.03,0.09375,2,2.0307329070144495e-10
0.03,0.109375,2,1.7329578700636822e-10
0.03,0.125,2,1.4184935014930668e-10
0.03,0.140625,2,1.0903682650756488e-10
0.03,0.15625,2,7.517421862096264e-11
0.03,0.171875,2,4.058764191463258e-11
0.03,0.1875,2,5.610184029202516e-12
0.03,0.203125,2,-2.942130299526724e-11
0.03,0.21875,2,-6.416944678857241e-11
0.03,0.234375,2,-9.829960373071574e-11
0.03,0.25,2,-1.3148308175290288e-10
0.03,0.265625,2,-1.6340030582184578e-10
0.03,0.28125,2,-1.9374389562203093e-10
0.03,0.296875,2,-2.2222162579618934e-10
0.03,0.3125,2,-2.485592402352329e-10
0.03,0.328125,2,-2.72503093314509e-10
0.03,0.34375,2,-2.938225926398226e-10
0.03,0.359375,2,-3.123124197782473e-10
0.03,0.375,2,-3.2779450758687235e-10
0.03,0.390625,2,-3.401197550967305e-10
0.03,0.40625,2,-3.491694634366362e-10
0.03,0.421875,2,-3.548564789682024e-10
0.03,0.4375,2,-3.571260326230212e-10
0.03,0.453125,2,-3.5595626735873244e-10
0.03,0.46875,2,-3.5135844865428994e-10
0.03,0.484375,2,-3.433768560172409e-10
0.03,0.5,2,-3.3208835654786234e-10
0.03,0.515625,2,-3.1760166466696617e-10
0.03,0.53125,2,-3.0005629513659645e-10
0.03,0.546875,2,-2.796212194566054e-10
0.03,0.5625,2,-2.5649323857674e-10
0.03,0.578125,2,-2.3089508759591372e-10
0.03,0.59375,2,-2.0307329070144487e-10
0.03,0.609375,2,-1.7329578700636827e-10
0.03,0.625,2,-1.4184935014930657e-10
0.03,0.640625,2,-1.0903682650756483e-10
0.03,0.65625,2,-7.517421862096246e-11
0.03,0.671875,2,-4.058764191463246e-11
0.03,0.6875,2,-5.61018402920256e-12
0.03,0.703125,2,2.942130299526743e-11
0.03,0.71875,2,6.416944678857246e-11
0.03,0.734375,2,9.82996037307157e-11
0.03,0.75,2,1.3148308175290296e-10
0.03,0.765625,2,1.6340030582184572e-10
0.03,0.78125,2,1.9374389562203116e-10
0.03,0.796875,2,2.2222162579618947e-10
0.03,0.8125,2,2.485592402352329e-10
0.03,0.828125,2,2.725030933145091e-10
0.03,0.84375,2,2.9382259263982273e-10
0.03,0.859375,2,3.123124197782473e-10
0.03,0.875,2,3.277945075868724e-10
0.03,0.890625,2,3.4011975509673045e-10
0.03,0.90625,2,3.491694634366363e-10
0.03,0.921875,2,3.5485647896820245e-10
0.03,0.9375,2,3.571260326230212e-10
0.03,0.953125,2,3.559562673587324e-10
0.03,0.96875,2,3.5135844865428994e-10
0.03,0.984375,2,3.433768560172409e-10
0.03,1.0,2,3.320883565478624e-10
0.04,0.0,2,0.0010172423945467555
0.04,0.015625,2,0.0009575296025224398
0.04,0.03125,2,0.0008885952769869075
0.04,0.046875,2,0.0008111032931784016
0.04,0.0625,2,0.000725799941262425
0.04,0.078125,2,0.0006335067391494846
0.04,0.09375,2,0.000535112520828524
0.04,0.109375,2,0.0004315648764097252
0.04,0.125,2,0.00032386102631374176
0.04,0.140625,2,0.0002130382174939111
0.04,0.15625,2,0.00010016373418107838
0.04,0.171875,2,-1.3675380646985186e-05
0.04,0.1875,2,-0.00012738279408369452
0.04,0.203125,2,-0.00023986344157885965
0.04,0.21875,2,-0.000350034073008925
0.04,0.234375,2,-0.0004568336849678263
0.04,0.25,2,-0.0005592337388097924
0.04,0.265625,2,-0.0006562480660387613
0.04,0.28125,2,-0.0007469423656500929
0.04,0.296875,2,-0.0008304432019599824
0.04,0.3125,2,-0.0009059464162685652
0.04,0.328125,2,-0.0009727248713477942
0.04,0.34375,2,-0.00103013545417044
0.04,0.359375,2,-0.001077625269440103
0.04,0.375,2,-0.001114736964275163
0.04,0.390625,2,-0.001141113132767042
0.04,0.40625,2,-0.0011564997579944832
0.04,0.421875,2,-0.0011607486583453612
0.04,0.4375,2,-0.001153818914586612
0.04,0.453125,2,-0.0011357772639388152
0.04,0.46875,2,-0.0011067974573602793
0.04,0.484375,2,-0.0010671585862303285
0.04,0.5,2,-0.0010172423945467557
0.04,0.515625,2,-0.0009575296025224399
0.04,0.53125,2,-0.000888595276986908
0.04,0.546875,2,-0.0008111032931784019
0.04,0.5625,2,-0.0007257999412624257
0.04,0.578125,2,-0.0006335067391494848
0.04,0.59375,2,-0.0005351125208285246
0.04,0.609375,2,-0.0004315648764097253
0.04,0.625,2,-0.00032386102631374214
0.04,0.640625,2,-0.000213038217493912
0.04,0.65625,2,-0.00010016373418107853
0.04,0.671875,2,1.3675380646984527e-05
0.04,0.6875,2,0.00012738279408369362
0.04,0.703125,2,0.00023986344157885927
0.04,0.71875,2,0.00035003407300892436
0.04,0.734375,2,0.0004568336849678262
0.04,0.75,2,0.0005592337388097918
0.04,0.765625,2,0.0006562480660387607
0.04,0.78125,2,0.0007469423656500928
0.04,0.796875,2,0.000830443201959982
0.04,0.8125,2,0.0009059464162685646
0.04,0.828125,2,0.0009727248713477942
0.04,0.84375,2,0.0010301354541704395
0.04,0.859375,2,0.001077625269440103
0.04,0.875,2,0.0011147369642751628
0.04,0.890625,2,0.001141113132767042
0.04,0.90625,2,0.0011564997579944832
0.04,0.921875,2,0.0011607486583453612
0.04,0.9375,2,0.001153818914586612
0.04,0.953125,2,0.001135777263938815
0.04,0.96875,2,0.0011067974573602788
0.04,0.984375,2,0.0010671585862303283
0.04,1.0,2,0.0010172423945467553
0.05,0.0,2,0.01874850547292424
0.05,0.015625,2,0.017323077332964645
0.05,0.03125,2,0.01573081848853126
0.05,0.046875,2,0.0139870632627132
0.05,0.0625,2,0.012108604971568666
0.05,0.078125,2,0.010113534195311132
0.05,0.09375,2,0.00802106455613259
0.05,0.109375,2,0.005851347680518578
0.05,0.125,2,0.003625279128069164
0.05,0.140625,2,0.0013642971558372793
0.05,0.15625,2,-0.000909823743805997
0.05,0.171875,2,-0.003175182543436181
0.05,0.1875,2,-0.005409962599441732
0.05,0.203125,2,-0.0075926417582282794
0.05,0.21875,2,-0.0097021996263229
0.05,0.234375,2,-0.01171832000825422
0.05,0.25,2,-0.013621586562620719
0.05,0.265625,2,-0.015393669792072516
0.05,0.28125,2,-0.017017503566390767
0.05,0.296875,2,-0.01847744947865095
0.05,0.3125,2,-0.019759447451630375
0.05,0.328125,2,-0.02085115114403787
0.05,0.34375,2,-0.021742046852529617
0.05,0.359375,2,-0.0224235547644197
0.05,0.375,2,-0.022889111585966494
0.05,0.390625,2,-0.023134233750479263
0.05,0.40625,2,-0.02315656059751634
0.05,0.421875,2,-0.022955877107335664
0.05,0.4375,2,-0.022534115971652433
0.05,0.453125,2,-0.021895338980761358
0.05,0.46875,2,-0.021045697906275748
0.05,0.484375,2,-0.01999337525620395
0.05,0.5,2,-0.01874850547292424
0.05,0.515625,2,-0.01732307733296465
0.05,0.53125,2,-0.015730818488531265
0.05,0.546875,2,-0.013987063262713205
0.05,0.5625,2,-0.012108604971568676
0.05,0.578125,2,-0.010113534195311134
0.05,0.59375,2,-0.008021064556132598
0.05,0.609375,2,-0.005851347680518596
0.05,0.625,2,-0.0036252791280691667
0.05,0.640625,2,-0.0013642971558372923
0.05,0.65625,2,0.0009098237438060043
0.05,0.671875,2,0.003175182543436179
0.05,0.6875,2,0.0054099625994417245
0.05,0.703125,2,0.007592641758228282
0.05,0.71875,2,0.009702199626322898
0.05,0.734375,2,0.011718320008254209
0.05,0.75,2,0.013621586562620717
0.05,0.765625,2,0.015393669792072512
0.05,0.78125,2,0.017017503566390774
0.05,0.796875,2,0.018477449478650945
0.05,0.8125,2,0.019759447451630368
0.05,0.828125,2,0.020851151144037874
0.05,0.84375,2,0.021742046852529614
0.05,0.859375,2,0.022423554764419693
0.05,0.875,2,0.022889111585966494
0.05,0.890625,2,0.023134233750479263
0.05,0.90625,2,0.02315656059751634
0.05,0.921875,2,0.022955877107335664
0.05,0.9375,2,0.02253411597165243
0.05,0.953125,2,0.02189533898076135
0.05,0.96875,2,0.02104569790627574
0.05,0.984375,2,0.01999337525620395
0.05,1.0,2,0.01874850547292423
0.06,0.0,2,0.060719241689226204
0.06,0.015625,2,0.05483800661828801
0.06,0.03125,2,0.04842865156611195
0.06,0.046875,2,0.04155290212556034
0.06,0.0625,2,0.034276975522412705
0.06,0.078125,2,0.026670942907283376
0.06,0.09375,2,0.018808054532136468
0.06,0.109375,2,0.010764034310316613
0.06,0.125,2,0.0026163505538687247
0.06,0.140625,2,-0.005556530088655634
0.06,0.15625,2,-0.013675898308917899
0.06,0.171875,2,-0.021663560152458818
0.06,0.1875,2,-0.029442590069224936
0.06,0.203125,2,-0.03693807174866749
0.06,0.21875,2,-0.0440778196047664
0.06,0.234375,2,-0.0507930739626842
0.06,0.25,2,-0.05701916325202271
0.06,0.265625,2,-0.06269612682939897
0.06,0.28125,2,-0.06776929243221892
0.06,0.296875,2,-0.07218980270245295
0.06,0.3125,2,-0.07591508570970201
0.06,0.328125,2,-0.07890926494215944
0.06,0.34375,2,-0.08114350481703181
0.06,0.359375,2,-0.08259628838296433
0.06,0.375,2,-0.08325362454004483
0.06,0.390625,2,-0.08310918278174408
0.06,0.40625,2,-0.08216435416115446
0.06,0.421875,2,-0.08042823789438806
0.06,0.4375,2,-0.07791755373015158
0.06,0.453125,2,-0.07465648092942619
0.06,0.46875,2,-0.07067642540596655
0.06,0.484375,2,-0.06601571727018328
0.06,0.5,2,-0.060719241689226204
0.06,0.515625,2,-0.05483800661828803
0.06,0.53125,2,-0.048428651566111924
0.06,0.546875,2,-0.04155290212556035
0.06,0.5625,2,-0.034276975522412725
0.06,0.578125,2,-0.026670942907283366
0.06,0.59375,2,-0.018808054532136475
0.06,0.609375,2,-0.010764034310316658
0.06,0.625,2,-0.002616350553868717
0.06,0.640625,2,0.005556530088655606
0.06,0.65625,2,0.013675898308917923
0.06,0.671875,2,0.021663560152458804
0.06,0.6875,2,0.029442590069224908
0.06,0.703125,2,0.03693807174866752
0.06,0.71875,2,0.04407781960476638
0.06,0.734375,2,0.05079307396268416
0.06,0.75,2,0.0570191632520227
0.06,0.765625,2,0.06269612682939896
0.06,0.78125,2,0.06776929243221894
0.06,0.796875,2,0.07218980270245295
0.06,0.8125,2,0.075915085709702
0.06,0.828125,2,0.07890926494215944
0.06,0.84375,2,0.0811435048170318
0.06,0.859375,2,0.08259628838296433
0.06,0.875,2,0.08325362454004483
0.06,0.890625,2,0.08310918278174408
0.06,0.90625,2,0.08216435416115445
0.06,0.921875,2,0.08042823789438805
0.06,0.9375,2,0.07791755373015156
0.06,0.953125,2,0.07465648092942617
0.06,0.96875,2,0.07067642540596651
0.06,0.984375,2,0.06601571727018327
0.06,1.0,2,0.06071924168922616
0.07,0.0,2,0.10773314182678838
0.07,0.015625,2,0.0944498993916408
0.07,0.03125,2,0.08025705279378473
0.07,0.046875,2,0.06529128690455666
0.07,0.0625,2,0.04969673023058966
0.07,0.078125,2,0.033623566877505916
0.07,0.09375,2,0.01722659019488043
0.07,0.109375,2,0.0006637120316661722
0.07,0.125,2,-0.01590555804123497
0.07,0.140625,2,-0.03232164889533651
0.07,0.15625,2,-0.048426464601765425
0.07,0.171875,2,-0.06406490698148094
0.07,0.1875,2,-0.07908636928552423
0.07,0.203125,2,-0.0933461866203408
0.07,0.21875,2,-0.10670702914978726
0.07,0.234375,2,-0.11904022465652557
0.07,0.25,2,-0.13022699772581528
0.07,0.265625,2,-0.14015961361768708
0.07,0.28125,2,-0.14874241581138198
0.07,0.296875,2,-0.1558927472299378
0.07,0.3125,2,-0.16154174627302503
0.07,0.328125,2,-0.16563500999180183
0.07,0.34375,2,-0.1681331180190508
0.07,0.359375,2,-0.1690120122088647
0.07,0.375,2,-0.16826322832974325
0.07,0.390625,2,-0.16589397757976931
0.07,0.40625,2,-0.16192707713882928
0.07,0.421875,2,-0.1564007304266978
0.07,0.4375,2,-0.1493681591832212
0.07,0.453125,2,-0.14089709091386846
0.07,0.46875,2,-0.13106910663683055
0.07,0.484375,2,-0.11997885521321802
0.07,0.5,2,-0.10773314182678835
0.07,0.515625,2,-0.09444989939164083
0.07,0.53125,2,-0.08025705279378481
0.07,0.546875,2,-0.06529128690455664
0.07,0.5625,2,-0.049696730230589715
0.07,0.578125,2,-0.03362356687750587
0.07,0.59375,2,-0.017226590194880452
0.07,0.609375,2,-0.0006637120316662304
0.07,0.625,2,0.015905558041234988
0.07,0.640625,2,0.03232164889533649
0.07,0.65625,2,0.04842646460176533
0.07,0.671875,2,0.06406490698148094
0.07,0.6875,2,0.0790863692855242
0.07,0.703125,2,0.09334618662034085
0.07,0.71875,2,0.10670702914978725
0.07,0.734375,2,0.11904022465652549
0.07,0.75,2,0.1302269977258153
0.07,0.765625,2,0.14015961361768706
0.07,0.78125,2,0.14874241581138195
0.07,0.796875,2,0.1558927472299378
0.07,0.8125,2,0.16154174627302503
0.07,0.828125,2,0.16563500999180186
0.07,0.84375,2,0.1681331180190508
0.07,0.859375,2,0.1690120122088647
0.07,0.875,2,0.16826322832974325
0.07,0.890625,2,0.16589397757976926
0.07,0.90625,2,0.16192707713882926
0.07,0.921875,2,0.15640073042669778
0.07,0.9375,2,0.1493681591832211
0.07,0.953125,2,0.14089709091386843
0.07,0.96875,2,0.13106910663683047
0.07,0.984375,2,0.11997885521321798
0.07,1.0,2,0.10773314182678838
0.08,0.0,2,0.14167650049640249
0.08,0.015625,2,0.11911231154321336
0.08,0.03125,2,0.09540100591645014
0.08,0.046875,2,0.07077093645121685
0.08,0.0625,2,0.045459304180629115
0.08,0.078125,2,0.019709873960198486
0.08,0.09375,2,-0.006229373120982009
0.08,0.109375,2,-0.032108627933685706
0.08,0.125,2,-0.05767865910702648
0.08,0.140625,2,-0.0826932132628043
0.08,0.15625,2,-0.1069113865701526
0.08,0.171875,2,-0.13009994478112152
0.08,0.1875,2,-0.1520355694039841
0.08,0.203125,2,-0.17250700838238997
0.08,0.21875,2,-0.19131711056815012
0.08,0.234375,2,-0.2082847243945679
0.08,0.25,2,-0.2232464424650538
0.08,0.265625,2,-0.23605817525568185
0.08,0.28125,2,-0.24659653877607277
0.08,0.296875,2,-0.2547600428246697
0.08,0.3125,2,-0.2604700683948594
0.08,0.328125,2,-0.2636716248189835
0.08,0.34375,2,-0.26433387935852887
0.08,0.359375,2,-0.26245045414025453
0.08,0.375,2,-0.25803948757859746
0.08,0.390625,2,-0.2511434596928259
0.08,0.40625,2,-0.24182878300123228
0.08,0.421875,2,-0.23018516293227684
0.08,0.4375,2,-0.21632473391227378
0.08,0.453125,2,-0.2003809794495669
0.08,0.46875,2,-0.1825074466153749
0.08,0.484375,2,-0.16287626730155808
0.08,0.5,2,-0.14167650049640243
0.08,0.515625,2,-0.11911231154321333
0.08,0.53125,2,-0.09540100591645023
0.08,0.546875,2,-0.07077093645121676
0.08,0.5625,2,-0.04545930418062914
0.08,0.578125,2,-0.019709873960198576
0.08,0.59375,2,0.006229373120982034
0.08,0.609375,2,0.032108627933685616
0.08,0.625,2,0.05767865910702657
0.08,0.640625,2,0.08269321326280427
0.08,0.65625,2,0.10691138657015253
0.08,0.671875,2,0.1300999447811216
0.08,0.6875,2,0.15203556940398408
0.08,0.703125,2,0.17250700838238986
0.08,0.71875,2,0.19131711056815012
0.08,0.734375,2,0.20828472439456788
0.08,0.75,2,0.22324644246505385
0.08,0.765625,2,0.23605817525568182
0.08,0.78125,2,0.2465965387760727
0.08,0.796875,2,0.2547600428246697
0.08,0.8125,2,0.2604700683948594
0.08,0.828125,2,0.2636716248189835
0.08,0.84375,2,0.26433387935852887
0.08,0.859375,2,0.2624504541402546
0.08,0.875,2,0.25803948757859746
0.08,0.890625,2,0.25114345969282603
0.08,0.90625,2,0.24182878300123234
0.08,0.921875,2,0.23018516293227692
0.08,0.9375,2,0.21632473391227391
0.08,0.953125,2,0.200380979449567
0.08,0.96875,2,0.1825074466153751
0.08,0.984375,2,0.16287626730155827
0.08,1.0,2,0.14167650049640265
0.09,0.0,2,0.15307746403031425
0.09,0.015625,2,0.12045477369189468
0.09,0.03125,2,0.0866720380355448
0.09,0.046875,2,0.052054603273157175
0.09,0.0625,2,0.01693585422530827
0.09,0.078125,2,-0.018345996356809936
0.09,0.09375,2,-0.05345116496507038
0.09,0.109375,2,-0.08804156963533813
0.09,0.125,2,-0.12178408586160003
0.09,0.140625,2,-0.15435375476706137
0.09,0.15625,2,-0.18543691263577056
0.09,0.171875,2,-0.21473421166566942
0.09,0.1875,2,-0.24196350285156706
0.09,0.203125,2,-0.26686255323429897
0.09,0.21875,2,-0.2891915713474737
0.09,0.234375,2,-0.30873551654037856
0.09,0.25,2,-0.32530616993699846
0.09,0.265625,2,-0.33874394708668365
0.09,0.28125,2,-0.3489194348496463
0.09,0.296875,2,-0.35573463771624164
0.09,0.3125,2,-0.35912392155729556
0.09,0.328125,2,-0.35905464571664775
0.09,0.34375,2,-0.35552747735851353
0.09,0.359375,2,-0.34857638504232813
0.09,0.375,2,-0.3382683115869501
0.09,0.390625,2,-0.3247025293747208
0.09,0.40625,2,-0.3080096843041549
0.09,0.421875,2,-0.28835053759851925
0.09,0.4375,2,-0.2659144175873719
0.09,0.453125,2,-0.24091739637125112
0.09,0.46875,2,-0.21360020892922968
0.09,0.484375,2,-0.18422593470946827
0.09,0.5,2,-0.15307746403031436
0.09,0.515625,2,-0.12045477369189488
0.09,0.53125,2,-0.08667203803554484
0.09,0.546875,2,-0.0520546032731573
0.09,0.5625,2,-0.016935854225308553
0.09,0.578125,2,0.01834599635680989
0.09,0.59375,2,0.05345116496507018
0.09,0.609375,2,0.08804156963533785
0.09,0.625,2,0.12178408586159992
0.09,0.640625,2,0.15435375476706117
0.09,0.65625,2,0.18543691263577053
0.09,0.671875,2,0.21473421166566925
0.09,0.6875,2,0.24196350285156695
0.09,0.703125,2,0.2668625532342989
0.09,0.71875,2,0.2891915713474736
0.09,0.734375,2,0.30873551654037834
0.09,0.75,2,0.32530616993699846
0.09,0.765625,2,0.33874394708668354
0.09,0.78125,2,0.3489194348496463
0.09,0.796875,2,0.35573463771624164
0.09,0.8125,2,0.35912392155729556
0.09,0.828125,2,0.35905464571664775
0.09,0.84375,2,0.35552747735851353
0.09,0.859375,2,0.3485763850423282
0.09,0.875,2,0.33826831158695014
0.09,0.890625,2,0.3247025293747208
0.09,0.90625,2,0.3080096843041548
0.09,0.921875,2,0.28835053759851925
0.09,0.9375,2,0.26591441758737205
0.09,0.953125,2,0.24091739637125104
0.09,0.96875,2,0.21360020892922973
0.09,0.984375,2,0.1842259347094683
0.09,1.0,2,0.1530774640303144
0.1,0.0,2,0.13885028597711246
0.1,0.015625,2,0.09629530974755833
0.1,0.03125,2,0.05281295704476438
0.1,0.046875,2,0.008821986695130197
0.1,0.0625,2,-0.03525394420896647
0.1,0.078125,2,-0.07899036035856465
0.1,0.09375,2,-0.12196605615738644
0.1,0.109375,2,-0.16376715216198431
0.1,0.125,2,-0.20399108096703034
0.1,0.140625,2,-0.24225046414949591
0.1,0.15625,2,-0.27817684293462747
0.1,0.171875,2,-0.3114242266553678
0.1,0.1875,2,-0.3416724248316175
0.1,0.203125,2,-0.36863013077959234
0.1,0.21875,2,-0.3920377270544321
0.1,0.234375,2,-0.4116697857081162
0.1,0.25,2,-0.4273372392838349
0.1,0.265625,2,-0.4388892016389527
0.1,0.28125,2,-0.44621442106104475
0.1,0.296875,2,-0.4492423516827041
0.1,0.3125,2,-0.447943832876809
0.1,0.328125,2,-0.4423313700893026
0.1,0.34375,2,-0.432459014404913
0.1,0.359375,2,-0.4184218420056594
0.1,0.375,2,-0.4003550385352457
0.1,0.390625,2,-0.3784325971874111
0.1,0.40625,2,-0.352865643056361
0.1,0.421875,2,-0.3239003998866961
0.1,0.4375,2,-0.2918158188041529
0.1,0.453125,2,-0.2569208918637722
0.1,0.46875,2,-0.21955167628749772
0.1,0.484375,2,-0.18006805804941997
0.1,0.5,2,-0.1388502859771125
0.1,0.515625,2,-0.09629530974755858
0.1,0.53125,2,-0.05281295704476473
0.1,0.546875,2,-0.008821986695130351
0.1,0.5625,2,0.03525394420896622
0.1,0.578125,2,0.07899036035856459
0.1,0.59375,2,0.12196605615738629
0.1,0.609375,2,0.16376715216198398
0.1,0.625,2,0.20399108096703028
0.1,0.640625,2,0.24225046414949572
0.1,0.65625,2,0.27817684293462713
0.1,0.671875,2,0.31142422665536773
0.1,0.6875,2,0.3416724248316174
0.1,0.703125,2,0.36863013077959234
0.1,0.71875,2,0.3920377270544319
0.1,0.734375,2,0.4116697857081161
0.1,0.75,2,0.4273372392838349
0.1,0.765625,2,0.4388892016389526
0.1,0.78125,2,0.4462144210610447
0.1,0.796875,2,0.4492423516827041
0.1,0.8125,2,0.447943832876809
0.1,0.828125,2,0.4423313700893026
0.1,0.84375,2,0.432459014404913
0.1,0.859375,2,0.4184218420056595
0.1,0.875,2,0.4003550385352456
0.1,0.890625,2,0.3784325971874112
0.1,0.90625,2,0.35286564305636114
0.1,0.921875,2,0.3239003998866961
0.1,0.9375,2,0.29181581880415297
0.1,0.953125,2,0.2569208918637722
0.1,0.96875,2,0.21955167628749778
0.1,0.984375,2,0.18006805804942003
0.1,1.0,2,0.13885028597711258
0.11,0.0,2,0.09962339895493343
0.11,0.015625,2,0.04795480728531052
0.11,0.03125,2,-0.004175615393233936
0.11,0.046875,2,-0.056265824612918215
0.11,0.0625,2,-0.10781416318355151
0.11,0.078125,2,-0.1583241924255106
0.11,0.09375,2,-0.2073094731456045
0.11,0.109375,2,-0.25429825031242054
